HouseDescription,Address,Cost
"
                                                3 bedrooms 3 toilets 1 car garage
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 4,980,700 
                                    "
"
                                                3 Bedroom Townhouse in Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,900,000 
                                    "
"
                                                For Sale: Brand New Affordable Townhouse in Las Pinas City
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 3,300,000 
                                    "
"
                                                3 BR House and Lot for Sale in Carmel Heights Subdivision Lipa City
                    ","
                                
                                                                    Lipa
                                                            ","
                                        ₱ 1,350,000 
                                    "
"
                                                For Sale 353 SQ.M Resid. American Subd. Lot at Miami South Forbes Golf City
                    ","
                                
                                                                    Silang
                                                            ","
                                        ₱ 5,500,000 
                                    "
"
                                                House and Lot Imus Gen Trias Cavite Sophie 3BR 2T&B
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 2,072,000 
                                    "
"
                                                For Sale House and Lot in BF Homes Paranaque
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 8,800,000 
                                    "
"
                                                Brandnew Townhouse in Pasay near Libertad EDSA MRT MOA
                    ","
                                
                                                                    Pasay
                                                            ","
                                        ₱ 4,760,000 
                                    "
"
                                                House and Lot For Sale in General Trias Cavite
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 2,416,100 
                                    "
"
                                                Thea - Affordable 3-Bedroom Townhouse
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,630,800 
                                    "
"
                                                Affordable 1 BR Bungalow (Loft Type) in Marilao Bulacan
                    ","
                                
                                                                    Marilao
                                                            ","
                                        ₱ 1,485,000 
                                    "
"
                                                3 Bedroom House for Sale in Brentwood Village, Mabiga, Mabalacat, Pamp
                    ","
                                
                                                                    Mabalacat
                                                            ","
                                        ₱ 6,373,000 
                                    "
"
                                                Detached - For Sale - Makati City, Metro Manila, NCR
                    ","
                                
                                                                    Makati
                                                            ","
                                        ₱ 305,000,000 
                                    "
"
                                                House and Lot for Sale in Marikina (RFO)
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 3,400,000 
                                    "
"
                                                2 Bedroom House and Lot in Mallorca Villas, Silang, Cavite
                    ","
                                
                                                                    Silang
                                                            ","
                                        ₱ 2,350,000 
                                    "
"
                                                Rainy Day Promo! RFO House and Lot For Sale in Cainta Rizal
                    ","
                                
                                                                    Cainta
                                                            ","
                                        ₱ 3,851,350 
                                    "
"
                                                Gabrielle - 3 Bedroom Single-Attached House
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 4,016,680 
                                    "
"
                                                Modern house for sale with pool in front of Boracay
                    ","
                                
                                                                    Malay
                                                            ","
                                        ₱ 6,300,000 
                                    "
"
                                                Detached - For Sale - Makati City, Metro Manila, NCR
                    ","
                                
                                                                    Makati
                                                            ","
                                        ₱ 218,140,000 
                                    "
"
                                                For Sale 125 sqm Single Detached House in Southwind at Southpeak
                    ","
                                
                                                                    San Pedro
                                                            ","
                                        ₱ 4,169,400 
                                    "
"
                                                Linden Model 2-Storey Single Detached House For Sale
                    ","
                                
                                                                    Lapu-Lapu
                                                            ","
                                        ₱ 12,363,610 
                                    "
"
                                                Single houses ( house & lot package) Your Haven in Rizal
                    ","
                                
                                                                    Binangonan
                                                            ","
                                        ₱ 4,990,000 
                                    "
"
                                                For Sale Serenis Residences 2 Storey Single Attached Liloan Cebu
                    ","
                                
                                                                    Liloan
                                                            ","
                                        ₱ 3,335,680 
                                    "
"
                                                For Sale One unit left Single Detached House in Banawa
                    ","
                                
                                                                    Cebu
                                                            ","
                                        ₱ 9,743,190 
                                    "
"
                                                Elysia Model 2-Storey Single Detached House For Sale
                    ","
                                
                                                                    Consolacion
                                                            ","
                                        ₱ 5,161,000 
                                    "
"
                                                3BR 1BTR Townhouse Flood free area Sampaloc Manila
                    ","
                                
                                                                    Manila
                                                            ","
                                        ₱ 4,300,000 
                                    "
"
                                                For sale in Baguio City House and Lot
                    ","
                                
                                                                    Baguio
                                                            ","
                                        ₱ 3,700,000 
                                    "
"
                                                25K reservation fee instead of 50K PROMO until Oct. 31, 2016 only
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 2,700,000 
                                    "
"
                                                4 bbr w terrace and car park nr Baclaran school and malls
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 2,136,240 
                                    "
"
                                                Affordable 3 Storey Townhouse near Starmall,Las Pinas City hall
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 2,897,000 
                                    "
"
                                                BF Resorts 2 storey house for sale
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 6,000,000 
                                    "
"
                                                Modern Italian House with swimming Pool
                    ","
                                
                                                                    Muntinlupa
                                                            ","
                                        ₱ 27,000,000 
                                    "
"
                                                Affordable Townhouses
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 1,900,000 
                                    "
"
                                                Spacious 5BR House and Lot for sale in Las Pinas
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 9,800,000 
                                    "
"
                                                affordable 2 Bedroom Townhouse near Airport,SM Sucat via C5 Road
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 2,496,000 
                                    "
"
                                                6 bedrooms house and lot in Alabang Muntinlupa
                    ","
                                
                                                                    Muntinlupa
                                                            ","
                                        ₱ 32,000,000 
                                    "
"
                                                Bi-level Unit in One Rockwell For Sale
                    ","
                                
                                                                    Makati
                                                            ","
                                        ₱ 22,000,000 
                                    "
"
                                                House and Lot Meycauayan Bulacan for sale
                    ","
                                
                                                                    Meycauayan
                                                            ","
                                        ₱ 1,600,000 
                                    "
"
                                                300k LIPAT AGAD in LAS PINAS
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 3,200,000 
                                    "
"
                                                3 Bedrooms House and lot in Paranaque City near Cityhall ,Airport
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 4,950,000 
                                    "
"
                                                novaliches townhouse Quezon City with 3 Bedrooms very wise investment
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,676,000 
                                    "
"
                                                House and Lot for SALE!  Norzagaray, Bulacan
                    ","
                                
                                                                    Norzagaray
                                                            ","
                                        ₱ 2,400,000 
                                    "
"
                                                Townhouse for SALE (SCOUT YBARDOLAZA)
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 24,000,000 
                                    "
"
                                                Quezon City 2 Storey House and Lot in Filinvest 2  near Batasan
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 10,500,000 
                                    "
"
                                                5 Bedroom,Single Attached with attic for sale at AMARESA, SJDM , Bulacan
                    ","
                                
                                                                    San Jose del Monte
                                                            ","
                                        ₱ 6,328,789 
                                    "
"
                                                Quezon City House and Lot For Sale in Filinvst 1 near Batasan Hills
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 27,000,000 
                                    "
"
                                                House and Lot  for Sale -  Fairchild Villas - Cristina
                    ","
                                
                                                                    Cebu
                                                            ","
                                        ₱ 2,835,000 
                                    "
"
                                                TOWNHOUSE FOR SALE IN LAS PINAS CITY ACCESS TO MARKET,& PMMS SCHOOL
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 3,950,000 
                                    "
"
                                                AffordableTownhouse for Sale in North Fairview Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,900,000 
                                    "
"
                                                2 storey Duplex House & Lot for sale Belvue Residential Community,SJDM,Bulacan
                    ","
                                
                                                                    San Jose del Monte
                                                            ","
                                        ₱ 1,563,740 
                                    "
"
                                                Quezon City 2 Storey Elegant Townhouse For Sale In Tandang Sora
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,280,000 
                                    "
"
                                                Brand New Townhouse For Sale in Capitol Hills Old Balara Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 12,000,000 
                                    "
"
                                                Quezon City Elegant House and Lot in Filinvest 2 Batasan Hills
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,500,000 
                                    "
"
                                                Brand New Elegant Townhouse for Sale in Tandang Sora Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,200,000 
                                    "
"
                                                Quezon City 3 Storey  Townhouse in Don Antonio Heights Commonwealth
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 16,400,000 
                                    "
"
                                                Affordable townhouse for sale at Novaliches,Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 2,670,000 
                                    "
"
                                                House & Lot for Sale at Amaresa
                    ","
                                
                                                                    San Jose del Monte
                                                            ","
                                        ₱ 4,023,812 
                                    "
"
                                                2 Storey Townhouse for sale at Novaliches,Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,185,507 
                                    "
"
                                                2 storey house and lot for sale @ Amaresa ,San Jose Del Monte, Bulacan
                    ","
                                
                                                                    San Jose del Monte
                                                            ","
                                        ₱ 4,148,260 
                                    "
"
                                                House and Lot in Las Pinas Single Attached Gated Compound Pre-Selling
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 4,236,000 
                                    "
"
                                                For Sale RFO Townhouse in Paranaque near City Hall 2Storey Units
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 4,500,000 
                                    "
"
                                                Luxurious 2BR Bi-level Unit with Plunge Pool For Sale at Milano Residences
                    ","
                                
                                                                    Makati
                                                            ","
                                        ₱ 22,000,000 
                                    "
"
                                                Townhouse in Makati Palanan PreSelling FrontUnit Townhouse near Osmena
                    ","
                                
                                                                    Makati
                                                            ","
                                        ₱ 18,490,000 
                                    "
"
                                                Townhouse in Manila near Osmena Hway 2-Storey Front Units Pre-Selling
                    ","
                                
                                                                    Manila
                                                            ","
                                        ₱ 8,500,000 
                                    "
"
                                                For Sale Townhouse in Betterliving Paranaque RFO 5.3M Unit near UN
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 5,300,000 
                                    "
"
                                                2 Storey Townhouse near Minadanao Avenue, Quezon City
                    ","
                                
                                                                    Valenzuela
                                                            ","
                                        ₱ 3,180,000 
                                    "
"
                                                3 Bedrooms House and Lot in Valenzuela City
                    ","
                                
                                                                    Valenzuela
                                                            ","
                                        ₱ 3,354,639 
                                    "
"
                                                HOUSE FOR SALE IN MANDAUE NEAR Gaisano Capital
                    ","
                                
                                                                    Mandaue
                                                            ","
                                        ₱ 8,500,000 
                                    "
"
                                                2 Bedroom House and Lot in Puerto Princesa City
                    ","
                                
                                                                    Puerto Princesa
                                                            ","
                                        ₱ 2,676,285 
                                    "
"
                                                Ready for occupancy house and lot Foreclosed Katrina governors hills
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 1,600,500 
                                    "
"
                                                4 Bedroom Modern Villa in Boracay
                    ","
                                
                                                                    Malay
                                                            ","
                                        ₱ 30,000,000 
                                    "
"
                                                3 BEDROOMS ADELLE TOWNHOUSE UNIT FOR SALE AT LANCASTER NEW CITY CAVITE
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,792,000 
                                    "
"
                                                Memorial Lot For Sale Family Mausoleum in Santuario Divino Memorial Resort.
                    ","
                                
                                                                    Bacoor
                                                            ","
                                        ₱ 3,144,000 
                                    "
"
                                                Amaranth house design in Amiya Rosa Lipa City
                    ","
                                
                                                                    Lipa
                                                            ","
                                        ₱ 5,313,339 
                                    "
"
                                                Corner House in Harvard Executive Village West Fairview Qc
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,950,000 
                                    "
"
                                                Townhouse unit in Binangonan Rizal w/ complete amenities
                    ","
                                
                                                                    Binangonan
                                                            ","
                                        ₱ 1,800,000 
                                    "
"
                                                Affordable House and lot in Primeville Residences Sta Maria Bulacan
                    ","
                                
                                                                    Santa Maria
                                                            ","
                                        ₱ 2,200,000 
                                    "
"
                                                House & Lot For Sale Dorina Uphill in Camella Silang Tagaytay Cavite
                    ","
                                
                                                                    Silang
                                                            ","
                                        ₱ 6,109,000 
                                    "
"
                                                Townhouse for Sale in Shorthorn Project 8 Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 11,600,000 
                                    "
"
                                                4 br Multinational village house for sale
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 6,800,000 
                                    "
"
                                                Modern Asian House at Valle Verde for Sale
                    ","
                                
                                                                    Pasig
                                                            ","
                                        ₱ 68,500,000 
                                    "
"
                                                DECA HOMES TANAUAN - SINGLE ATTACHED
                    ","
                                
                                                                    Tanauan
                                                            ","
                                        ₱ 1,165,000 
                                    "
"
                                                House and lot at Pineview by Filinvest at Tanza, Cavite
                    ","
                                
                                                                    Tanza
                                                            ","
                                        ₱ 1,073,400 
                                    "
"
                                                Town House In General Trias,Cavite
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 797,513 
                                    "
"
                                                Pre-selling House and Lot for Sale
                    ","
                                
                                                                    Baguio
                                                            ","
                                        ₱ 5,630,950 
                                    "
"
                                                Ready for Occupancy Townhouse in Versato
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 2,500,000 
                                    "
"
                                                3 Storey House Exclusive Accessible and Affordable near Manila in Cavi
                    ","
                                
                                                                    Dasmariñas
                                                            ","
                                        ₱ 4,600,000 
                                    "
"
                                                Brandnew Townhouse For Sale 2Car Garage near T.I.P College
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 15,040,000 
                                    "
"
                                                Near Robinson Pioneer 4 Storey Townhouse in Mandaluyong
                    ","
                                
                                                                    Mandaluyong
                                                            ","
                                        ₱ 9,000,000 
                                    "
"
                                                Pre-Owned Single Detached type House & lot Pasig
                    ","
                                
                                                                    Pasig
                                                            ","
                                        ₱ 6,800,000 
                                    "
"
                                                4 Storey Townhouse in San Juan 2 car garage Tandem near UERM
                    ","
                                
                                                                    San Juan
                                                            ","
                                        ₱ 7,600,000 
                                    "
"
                                                For Sale Townhouse Brandnw 3Storey near Alimall
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 8,880,000 
                                    "
"
                                                2Storey Townhouse Brandnew 1Car Garage 1Unit Left
                    ","
                                
                                                                    Manila
                                                            ","
                                        ₱ 5,800,000 
                                    "
"
                                                Townhouse 3Storey For Sale in Sta.Ana
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 9,080,000 
                                    "
"
                                                Sale House and Lot in Betterliving, Paranaque
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 4,800,000 
                                    "
"
                                                3 bdr house w car garage near malls
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,447,200 
                                    "
"
                                                Sale House and Lot in Pilar Village, Las Pinas
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 4,790,000 
                                    "
"
                                                BNEW TOWNHOUSE FOR SALE LOCATED IN TANDANG SORA, QUEZON CITY
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,650,000 
                                    "
"
                                                HOUSE AND LOT IN PARANQUE AT GATCHALIAN VILLAGE
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 4,850,000 
                                    "
"
                                                5.5 DP Promo 3 Bedroom House and Lot, Lancaster New City, Imus Cavite
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,209,600 
                                    "
"
                                                SALE HOUSE AND LOT IN VERDANT TEOVILLE BF, PARANAQUE
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 4,450,000 
                                    "
"
                                                Rent to Own Floor Area - 110 sqm 2-Storey Single Attached in Cavite
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 4,175,000 
                                    "
"
                                                SALE HOUSE AND LOT in GATCHALIAN, PARANAQUE
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 3,200,000 
                                    "
"
                                                Adelle Townhouse - Affordable Rent to Own in Lancaster New City
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 2,136,240 
                                    "
"
                                                Rent to Own Floor Area - 90 sqm 2-Storey Single Attached in Cavite
                    ","
                                
                                                                    General Trias
                                                            ","
                                        ₱ 4,250,000 
                                    "
"
                                                FOR SALE HOUSE AND 2 LOTS
                    ","
                                
                                                                    Puerto Galera
                                                            ","
                                        ₱ 12,500,000 
                                    "
"
                                                Affordable townhouses for sale located in West Fairview QC
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,200,000 
                                    "
"
                                                Fatima House 5 Bedroom Camella Homes Butuan City
                    ","
                                
                                                                    Butuan
                                                            ","
                                        ₱ 4,822,300 
                                    "
"
                                                House and Lot for Sale in GMA Cavite near Alabang, Carmona, and Laguna
                    ","
                                
                                                                    General Mariano Alvarez
                                                            ","
                                        ₱ 1,063,000 
                                    "
"
                                                Affordable House 4BR and 1 Maids Room in Camella Altea
                    ","
                                
                                                                    Bacoor
                                                            ","
                                        ₱ 5,330,000 
                                    "
"
                                                grandest home GAVINA of camella,bignay,valenzuela
                    ","
                                
                                                                    Valenzuela
                                                            ","
                                        ₱ 7,424,086 
                                    "
"
                                                BF RESORT DUPLEX 4br2car garage nr PERPETUAL and ALABANG ROAD
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 6,300,000 
                                    "
"
                                                3 storey elegant house in Buhangin Davao MDR2032
                    ","
                                
                                                                    Davao
                                                            ","
                                        ₱ 8,800,000 
                                    "
"
                                                3 bedrooms house and lot for sale at Lawaan Talisay near Robinsons
                    ","
                                
                                                                    Talisay
                                                            ","
                                        ₱ 5,800,000 
                                    "
