HouseDescription,Address,Cost
"For Sale Agro-Industrial Farm 22,298 sqm. ","Siruma, Camarines Sur",₱ 14.5 million
"For Sale Agricultural Farm 100,064 sqm. ","Maddela, Quirino",₱ 15.0 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 400,000"
"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",₱ 2.20 million
For Sale Agricultural Farm 500 sqm. ,"Clarin, Bohol","₱ 500,000"
For Sale Residential Farm 100 sqm. ,"Norzagaray, Bulacan","₱ 270,000"
"For Sale Residential Farm 30,243 sqm. ","Lumban, Laguna",₱ 21.2 million
"For Sale Agricultural Farm 99,000 sqm. ","Polomolok, South Cotabato",₱ 18.8 million
"For Sale Residential Farm 120,000 sqm. ","Mexico, Pampanga",₱ 204 million
"For Sale Residential Farm 4,750 sqm. ","Indang, Cavite",₱ 1.40 million
"For Sale Residential Farm 30,000 sqm. ","San Miguel, Bulacan",₱ 65.0 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 260,000"
"For Sale Agricultural Farm 36,406 sqm. ","Sapian, Capiz",₱ 13.7 million
For Sale Residential Farm 100 sqm. ,"Morong, Rizal","₱ 450,000"
For Sale Residential 100 sqm. ,"Silang, Cavite","₱ 909,500"
For Sale Residential Farm 50 sqm. ,"Tanay, Rizal","₱ 200,000"
"For Sale Agricultural Farm 18,000 sqm. ","Coron, Palawan",₱ 2.70 million
"For Sale Residential Farm 10,000 sqm. ","Floridablanca, Pampanga",₱ 26.0 million
"For Sale Residential Farm 30,000 sqm. ","San Fernando, Pampanga",₱ 75.0 million
"For Sale Residential Farm 43,957 sqm. ","Ilagan, Isabela",₱ 8.79 million
"For Sale Agricultural Farm 35,000 sqm. ","Coron, Palawan",₱ 5.25 million
"For Sale Agricultural Farm 6,073 sqm. ","Tuao, Cagayan",₱ 9.10 million
"For Sale Agricultural Farm 83,000 sqm. ","Apalit, Pampanga",₱ 291 million
"For Sale Agricultural Farm 3,705 sqm. ","Tagaytay, Cavite",₱ 24.8 million
"For Sale Agricultural Farm 2,581 sqm. ","Samal, Davao del Norte",₱ 1.50 million
"For Sale Agricultural Farm 46,649 sqm. ","Umingan, Pangasinan",₱ 18.0 million
"For Sale Agricultural Farm 24,038 sqm. ","Apalit, Pampanga",₱ 24.0 million
"For Sale Agricultural Farm 1,000 sqm. ","Santa Catalina, Negros Oriental","₱ 400,000"
"For Sale Agricultural Farm 22,758 sqm. ","Santa Ana, Pampanga",₱ 38.7 million
"For Sale Agricultural Farm 290,271 sqm. ","Mabini, Pangasinan",₱ 23.2 million
"For Sale Agricultural Farm 8,600 sqm. ","Julita, Leyte",₱ 1.00 million
"For Sale Agricultural Farm 51,710 sqm. ","Apalit, Pampanga",₱ 310 million
"For Sale Agricultural Farm 160,882 sqm. ","Capas, Tarlac",₱ 241 million
"For Sale Agricultural Farm 39,312 sqm. ","Castillejos, Zambales",₱ 45.0 million
"For Sale Agricultural Farm 3,000 sqm. ","San Fernando, Pampanga",₱ 16.8 million
"For Sale Agricultural Farm 9,720 sqm. ","Bantayan, Cebu",₱ 7.78 million
"For Sale Agricultural Farm 5,143 sqm. ","Amadeo, Cavite",₱ 18.0 million
"For Sale Agricultural Farm 7,889 sqm. ","Urdaneta, Pangasinan",₱ 21.3 million
"For Sale Agricultural Farm 52,000 sqm. ","Mayorga, Leyte",₱ 20.8 million
"For Sale Agricultural Farm 2,755,000 sqm. ","Alangalang, Leyte",₱ 413 million
"For Sale Agricultural Farm 6,958 sqm. ","San Jose, Tarlac",₱ 11.8 million
For Sale Residential 240 sqm. ,"Carmona, Cavite",₱ 6.67 million
"For Sale Agricultural Farm 17,505 sqm. ","Silang, Cavite",₱ 78.8 million
"For Sale Agricultural Farm 15,249 sqm. ","Bantayan, Cebu",₱ 12.2 million
"For Sale Agricultural Farm 9,000 sqm. ","Alfonso, Cavite",₱ 40.5 million
"For Sale Agricultural Farm 9,175 sqm. ","Porac, Pampanga",₱ 18.5 million
"For Sale Agricultural Farm 52,000 sqm. ","Mayorga, Leyte",₱ 20.8 million
"For Sale Agricultural Farm 2,755,000 sqm. ","Alangalang, Leyte",₱ 413 million
"For Sale Agricultural Farm 7,889 sqm. ","Urdaneta, Pangasinan",₱ 21.3 million
"For Sale Agricultural Farm 9,000 sqm. ","Alfonso, Cavite",₱ 40.5 million
"For Sale Agricultural Farm 9,175 sqm. ","Porac, Pampanga",₱ 18.5 million
For Sale Residential Farm 541 sqm. ,"General Emilio Aguinaldo, Cavite",₱ 1.51 million
"For Sale Agricultural Farm 200,000 sqm. ","Sablayan, Occidental Mindoro",₱ 7.00 million
"For Sale Agricultural Farm 1,380,000 sqm. ","Malaybalay, Bukidnon",₱ 966 million
"For Sale Agricultural Farm 5,462 sqm. ","Alfonso, Cavite",₱ 32.8 million
"For Sale Agricultural Farm 3,561 sqm. ","Angeles, Pampanga",₱ 10.7 million
"For Sale Agricultural Farm 43,961 sqm. ","San Ildefonso, Bulacan",₱ 35.2 million
"For Sale Agricultural Farm 25,000 sqm. ","Baybay, Leyte",₱ 8.00 million
"For Sale Agricultural Farm 340,000 sqm. ","Iba, Zambales",₱ 187 million
"For Sale Agricultural Farm 23,800 sqm. ","Lucena, Quezon",₱ 14.3 million
For Sale Residential 150 sqm. ,"Lipa, Batangas",₱ 1.00 million
For Sale Residential Farm 100 sqm. ,"San Juan, Batangas","₱ 280,000"
For Sale Residential Farm 50 sqm. ,"Pililla, Rizal","₱ 200,000"
For Sale Residential Farm 180 sqm. ,"Baliuag, Bulacan",₱ 1.72 million
"For Sale Residential Farm 20,000 sqm. ","Mariveles, Bataan",₱ 20.0 million
"For Sale Residential Farm 190,000 sqm. ","Gapan, Nueva Ecija",₱ 133 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 577,500"
For Sale Agricultural Farm 150 sqm. ,"Norzagaray, Bulacan","₱ 300,000"
"For Sale Residential Farm 20,000 sqm. ","Mariveles, Bataan",â‚± 20.0 million
For Sale Residential Farm 200 sqm. ,"Alfonso, Cavite",â‚± 2.00 million
For Sale Commercial 300 sqm. ,"San Juan, Batangas",â‚± 9.20 million
For Sale Residential Farm 300 sqm. ,"Batangas City, Batangas",â‚± 1.00 million
For Sale Agricultural Farm 150 sqm. ,"Norzagaray, Bulacan","â‚± 300,000"
For Sale Residential Farm 100 sqm. ,"San Francisco, Cebu","â‚± 420,000"
"For Sale Residential Farm 2,000 sqm. ","Santa Maria, Bulacan",â‚± 6.00 million
For Sale Residential 241 sqm. ,"Alfonso, Cavite",â‚± 1.33 million
For Sale Residential 472 sqm. ,"Antipolo, Rizal",â‚± 8.26 million
For Sale Residential Farm 50 sqm. ,"Real, Quezon","â‚± 200,000"
For Sale Residential 200 sqm. ,"Talisay, Batangas",â‚± 1.50 million
For Sale Residential 100 sqm. ,"Lipa, Batangas",â‚± 1.14 million
For Sale Residential Farm 193 sqm. ,"Alfonso, Cavite","â‚± 965,000"
For Sale Residential 150 sqm. ,"Lipa, Batangas",â‚± 1.18 million
For Sale Commercial 330 sqm. ,"Silang, Cavite",â‚± 7.92 million
For Sale Residential 224 sqm. ,"San Pablo, Laguna",â‚± 2.44 million
For Sale Residential 505 sqm. ,"Nasugbu, Batangas",â‚± 32.8 million
"For Sale Agricultural Farm 2,248 sqm. ","General Luna, Surigao del Norte",â‚± 13.5 million
"For Sale Agricultural Farm 10,000 sqm. ","Tanauan, Batangas",â‚± 45.0 million
"For Sale Agricultural Farm 14,986 sqm. ","Burgos, Surigao del Norte",â‚± 75.0 million
For Sale Residential 100 sqm. ,"Silang, Cavite","â‚± 800,000"
"For Sale Agricultural Farm 5,145 sqm. ","San Isidro, Surigao del Norte",â‚± 25.7 million
For Sale Residential 150 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite","â‚± 957,000"
"For Sale Agricultural Farm 5,309 sqm. ","Dapa, Surigao del Norte",â‚± 27.0 million
For Sale Residential 400 sqm. ,"Silang, Cavite",₱ 1.60 million
For Sale Residential 100 sqm. ,"Calatagan, Batangas","₱ 550,000"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 957,000"
"For Sale Agricultural Farm 5,309 sqm. ","Dapa, Surigao del Norte",₱ 27.0 million
For Sale Residential 504 sqm. ,"Lipa, Batangas",₱ 10.0 million
For Sale Residential 150 sqm. ,"Lipa, Batangas",₱ 1.35 million
For Sale Residential 192 sqm. ,"Silang, Cavite",₱ 1.06 million
For Sale Residential 146 sqm. ,"Calumpit, Bulacan",₱ 1.62 million
For Sale Commercial 686 sqm. ,"Marilao, Bulacan",₱ 85.0 million
"For Sale Commercial 14,919 sqm. ","Baliuag, Bulacan",₱ 92.5 million
For Sale Residential 300 sqm. ,"Tanza, Cavite",₱ 2.49 million
"For Sale Agricultural Farm 2,500 sqm. ","San Isidro, Surigao del Norte",₱ 25.0 million
"For Sale Residential 13,634 sqm. ","Carles, Iloilo",₱ 8.50 million
For Sale Residential 450 sqm. ,"Tagaytay, Cavite",₱ 5.00 million
For Sale Residential 500 sqm. ,"Santa Rosa, Laguna",₱ 16.0 million
For Sale Residential 120 sqm. ,"Lipa, Batangas",₱ 1.02 million
For Sale Residential Farm 638 sqm. ,"General Trias, Cavite",₱ 4.15 million
For Sale Residential Farm 100 sqm. ,"Ibaan, Batangas","₱ 350,000"
For Sale Residential 275 sqm. ,"Tagaytay, Cavite",₱ 4.40 million
"For Sale Commercial 1,251,779 sqm. ","Laurel, Batangas",₱ 2.50 billion
For Sale Residential 120 sqm. ,"Lipa, Batangas",₱ 1.20 million
For Sale Residential 474 sqm. ,"Angono, Rizal",₱ 12.4 million
For Sale Residential 250 sqm. ,"Calatagan, Batangas",₱ 1.30 million
For Sale Residential 604 sqm. ,"Biñan, Laguna",₱ 17.0 million
For Sale Residential Farm 638 sqm. ,"General Trias, Cavite",₱ 4.15 million
For Sale Residential 275 sqm. ,"Tagaytay, Cavite",₱ 4.40 million
For Sale Residential 150 sqm. ,"Calatagan, Batangas","₱ 975,000"
For Sale Residential 150 sqm. ,"Pililla, Rizal","₱ 900,000"
"For Sale Commercial 1,251,779 sqm. ","Laurel, Batangas",₱ 2.50 billion
For Sale Residential 495 sqm. ,"Lemery, Batangas",₱ 6.44 million
For Sale Residential 474 sqm. ,"Angono, Rizal",₱ 12.4 million
For Sale Residential 604 sqm. ,"Biñan, Laguna",₱ 17.0 million
"For Sale Raw Land 370,000 sqm. ","Tanay, Rizal",₱ 148 million
For Sale Residential 375 sqm. ,"Nasugbu, Batangas",₱ 4.69 million
For Sale Residential 100 sqm. ,"Kabankalan, Negros Occidental","₱ 525,000"
For Sale Residential 150 sqm. ,"Lipa, Batangas",₱ 1.50 million
For Sale Residential 226 sqm. ,"Alfonso, Cavite",₱ 3.16 million
"For Sale Residential Farm 1,000 sqm. ","Alfonso, Cavite",₱ 2.90 million
For Sale Residential 400 sqm. ,"Tagaytay, Cavite",₱ 8.89 million
"For Sale Residential Farm 1,400 sqm. ","Compostela, Cebu",₱ 1.68 million
For Sale Residential 180 sqm. ,"Tagaytay, Cavite",₱ 1.98 million
For Sale Residential 204 sqm. ,"Biñan, Laguna",₱ 7.99 million
For Sale Residential 323 sqm. ,"Tagaytay, Cavite",₱ 5.17 million
For Sale Residential 812 sqm. ,"Silang, Cavite",₱ 9.74 million
For Sale Residential Farm 120 sqm. ,"Plaridel, Bulacan",₱ 1.86 million
For Sale Residential 129 sqm. ,"Dasmariñas, Cavite",₱ 1.39 million
For Sale Residential 300 sqm. ,"Nasugbu, Batangas",₱ 3.70 million
For Sale Residential 429 sqm. ,"South Road Properties, Cebu City, Cebu",₱ 5.70 million
For Sale Residential 686 sqm. ,"Lipa, Batangas",₱ 32.3 million
For Sale Residential 109 sqm. ,"Binangonan, Rizal",₱ 1.10 million
"For Sale Residential Farm 5,012 sqm. ","Baliuag, Bulacan",₱ 9.02 million
"For Sale Residential Farm 6,360 sqm. ","Baliuag, Bulacan",₱ 28.6 million
For Sale Residential 180 sqm. ,"Baliuag, Bulacan",₱ 1.89 million
"For Sale Raw Land 220,000 sqm. ","Sual, Pangasinan",₱ 22.0 million
For Sale Residential 300 sqm. ,"Santa Rosa, Laguna",₱ 8.56 million
"For Sale Commercial 4,780 sqm. ","Sariaya, Quezon",₱ 40.7 million
For Sale Residential 63 sqm. ,"Santa Maria, Bulacan",₱ 2.10 million
For Sale Residential 218 sqm. ,"Nasugbu, Batangas",₱ 4.08 million
"For Sale Residential 3,000 sqm. ","Angono, Rizal",₱ 22.5 million
"For Sale Agro-Industrial Farm 10,000 sqm. ","Villasis, Pangasinan",₱ 12.0 million
For Sale Residential 180 sqm. ,"Tagaytay, Cavite",₱ 3.42 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 4.50 million
For Sale Commercial 252 sqm. ,"Calamba, Laguna",₱ 3.43 million
For Sale Residential 225 sqm. ,"Santa Rosa, Laguna",₱ 8.78 million
"For Sale Commercial 3,819 sqm. ","Silang, Cavite",₱ 41.1 million
"For Sale Residential Farm 40,000 sqm. ","Balayan, Batangas",₱ 36.0 million
"For Sale Commercial 4,827 sqm. ","Santa Rosa, Laguna",₱ 483 million
For Sale Residential 400 sqm. ,"Lipa, Batangas",₱ 8.96 million
For Sale Residential 460 sqm. ,"Taguig, Metro Manila",₱ 55.0 million
"For Sale Agricultural Farm 3,900,000 sqm. ","San Carlos, Negros Occidental",₱ 5.85 billion
For Sale Residential 304 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 4.86 million
"For Sale Commercial 1,050 sqm. ","Alabang, Muntinlupa, Metro Manila",₱ 207 million
For Sale Commercial 845 sqm. ,"Quezon City / QC, Metro Manila",₱ 54.9 million
For Sale Residential 83 sqm. ,"Pililla, Rizal","₱ 456,500"
"For Sale Commercial 4,827 sqm. ","Santa Rosa, Laguna",₱ 483 million
For Sale Residential 300 sqm. ,"Nasugbu, Batangas",₱ 3.30 million
"For Sale Commercial 15,469 sqm. ","San Fernando, Pampanga",₱ 186 million
For Sale Residential Farm 130 sqm. ,"Trece Martires, Cavite","₱ 715,000"
For Sale Residential 328 sqm. ,"Taytay, Rizal",₱ 13.7 million
For Sale Residential 120 sqm. ,"Tanauan, Batangas",₱ 1.34 million
For Sale Residential 185 sqm. ,"Calamba, Laguna",₱ 6.48 million
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 957,000"
For Sale Residential 414 sqm. ,"Las Piñas, Metro Manila",₱ 32.0 million
For Sale Residential 448 sqm. ,"Balete, Batangas",₱ 6.05 million
"For Sale Industrial 4,689 sqm. ","Quezon City / QC, Metro Manila",₱ 305 million
For Sale Residential 150 sqm. ,"Binangonan, Rizal",₱ 1.35 million
For Sale Residential 844 sqm. ,"Alburquerque, Bohol",₱ 1.60 million
For Sale Residential 100 sqm. ,"Cebu City, Cebu","₱ 500,000"
For Sale Commercial 790 sqm. ,"Villasis, Pangasinan",₱ 1.58 million
For Sale Residential 280 sqm. ,"Tanza, Cavite",₱ 11.6 million
"For Sale Residential 2,076 sqm. ","Parañaque, Metro Manila",₱ 120 million
For Sale Residential 291 sqm. ,"Laurel, Batangas",₱ 5.82 million
For Sale Residential 319 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 24.7 million
For Sale Commercial 790 sqm. ,"Villasis, Pangasinan",₱ 1.58 million
For Sale Residential 291 sqm. ,"Laurel, Batangas",₱ 5.82 million
For Sale Residential 306 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 21.4 million
"For Sale Commercial 1,386 sqm. ","Quezon City / QC, Metro Manila",₱ 305 million
For Sale Residential 100 sqm. ,"Lipa, Batangas",₱ 1.20 million
For Sale Residential 100 sqm. ,"Santo Tomas, Batangas",₱ 1.15 million
For Sale Residential 120 sqm. ,"Polomolok, South Cotabato","₱ 960,000"
For Sale Residential 600 sqm. ,"Baliuag, Bulacan",₱ 3.00 million
"For Sale Commercial 6,682 sqm. ","Cebu City, Cebu",₱ 501 million
For Sale Residential 123 sqm. ,"Alfonso, Cavite",₱ 1.23 million
For Sale Residential 962 sqm. ,"Bacoor, Cavite",₱ 120 million
For Sale Residential 80 sqm. ,"Pililla, Rizal","₱ 464,174"
For Sale Residential 300 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 22.5 million
For Sale Residential 182 sqm. ,"Malolos, Bulacan",₱ 1.82 million
For Sale Residential 300 sqm. ,"Silang, Cavite",₱ 8.50 million
For Sale Residential 300 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 27.1 million
For Sale Residential 180 sqm. ,"Angono, Rizal",₱ 1.98 million
For Sale Residential 100 sqm. ,"Lipa, Batangas","₱ 925,334"
For Sale Residential 180 sqm. ,"Tayabas, Quezon",₱ 5.91 million
For Sale Residential 519 sqm. ,"Tagaytay, Cavite",₱ 4.93 million
For Sale Residential 359 sqm. ,"Tagaytay, Cavite",₱ 3.23 million
For Sale Residential 212 sqm. ,"Tagaytay, Cavite",₱ 1.91 million
"For Sale Commercial 1,172 sqm. ","San Jose del Monte, Bulacan",₱ 29.3 million
For Sale Residential 120 sqm. ,"Tuy, Batangas","₱ 540,000"
For Sale Residential 150 sqm. ,"San Jose del Monte, Bulacan",₱ 3.38 million
For Sale Residential 180 sqm. ,"Tayabas, Quezon",₱ 5.91 million
For Sale Residential 153 sqm. ,"Nuvali, Santa Rosa, Laguna",₱ 5.76 million
For Sale Residential 212 sqm. ,"Tagaytay, Cavite",₱ 1.91 million
"For Sale Agricultural Farm 35,000 sqm. ","Coron, Palawan",₱ 5.25 million
For Sale Residential 96 sqm. ,"Malolos, Bulacan",₱ 4.43 million
For Sale Residential 411 sqm. ,"Tagaytay, Cavite",₱ 29.2 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 1.13 million
For Sale Residential 273 sqm. ,"Tiaong, Quezon",₱ 3.90 million
"For Sale Agricultural Farm 2,240 sqm. ","Gapan, Nueva Ecija",₱ 6.00 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 2.34 million
For Sale Residential 100 sqm. ,"Laoag, Ilocos Norte","₱ 250,000"
For Sale Residential 310 sqm. ,"Clark, Capas, Tarlac",₱ 4.17 million
"For Sale Others 5,221 sqm. ","Gumaca, Quezon","₱ 450,000"
"For Sale Residential Farm 4,000 sqm. ","Magarao, Camarines Sur",₱ 10.0 million
For Sale Residential 100 sqm. ,"Binmaley, Pangasinan","₱ 700,000"
For Sale Residential 330 sqm. ,"Nasugbu, Batangas",₱ 4.13 million
"For Sale Residential 1,000 sqm. ","Trece Martires, Cavite",₱ 1.80 million
"For Sale Agricultural Farm 23,627 sqm. ","San Leonardo, Nueva Ecija",₱ 9.45 million
For Sale Residential 553 sqm. ,"Santa Rosa, Laguna",₱ 21.7 million
"For Sale Commercial 17,791 sqm. ","Tagaytay, Cavite",₱ 123 million
For Sale Residential 100 sqm. ,"Consolacion, Cebu","₱ 900,000"
"For Sale Agricultural Farm 20,000 sqm. ","New Clark City, Capas, Tarlac",₱ 50.0 million
"For Sale Residential 1,783 sqm. ","Binmaley, Pangasinan",₱ 3.57 million
"For Sale Agricultural Farm 20,000 sqm. ","New Clark City, Capas, Tarlac",₱ 50.0 million
For Sale Residential 753 sqm. ,"Tanauan, Batangas",₱ 15.1 million
For Sale Residential 272 sqm. ,"Bacoor, Cavite",₱ 4.22 million
"For Sale Agricultural Farm 520,373 sqm. ","Bagac, Bataan",₱ 338 million
For Sale Residential 188 sqm. ,"Marilao, Bulacan",₱ 4.00 million
For Sale Residential 245 sqm. ,"Cebu City, Cebu",₱ 9.31 million
For Sale Residential 705 sqm. ,"Calamba, Laguna",₱ 7.76 million
For Sale Residential 250 sqm. ,"San Juan, Batangas",₱ 4.59 million
For Sale Residential 304 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 19.1 million
"For Sale Commercial 32,292 sqm. ","Tagaytay, Cavite",₱ 452 million
"For Sale Agricultural Farm 57,340 sqm. ","Porac, Pampanga",₱ 86.0 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 6.23 million
For Sale Residential Farm 100 sqm. ,"Quezon City / QC, Metro Manila","₱ 450,000"
For Sale Residential 973 sqm. ,"Biñan, Laguna",₱ 36.3 million
For Sale Residential Farm 154 sqm. ,"Tanay, Rizal",₱ 1.50 million
For Sale Residential 647 sqm. ,"Antipolo, Rizal",₱ 13.6 million
For Sale Residential 197 sqm. ,"Marilao, Bulacan",₱ 1.60 million
"For Sale Residential Farm 30,000 sqm. ","Taytay, Palawan","₱ 500,000"
For Sale Residential 250 sqm. ,"Trece Martires, Cavite",₱ 4.20 million
For Sale Residential 366 sqm. ,"Antipolo, Rizal",₱ 18.7 million
For Sale Residential 207 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.86 million
For Sale Residential 271 sqm. ,"Tagaytay, Cavite",₱ 4.09 million
For Sale Residential 190 sqm. ,"Subic, Zambales",₱ 1.40 million
For Sale Residential 207 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.86 million
For Sale Residential 500 sqm. ,"Urdaneta, Pangasinan",₱ 4.50 million
For Sale Residential 271 sqm. ,"Tagaytay, Cavite",₱ 4.09 million
For Sale Residential 168 sqm. ,"Marilao, Bulacan",₱ 2.02 million
For Sale Residential 200 sqm. ,"Angono, Rizal",₱ 3.00 million
For Sale Residential 278 sqm. ,"Silang, Cavite",₱ 8.34 million
For Sale Residential 80 sqm. ,"Medellin, Cebu","₱ 416,000"
"For Sale Raw Land 210,000 sqm. ","Calatagan, Batangas",₱ 315 million
"For Sale Raw Land 157,513 sqm. ","Muñoz, Nueva Ecija",₱ 236 million
"For Sale Residential 22,000 sqm. ","Silang, Cavite",₱ 176 million
For Sale Residential 350 sqm. ,"Angono, Rizal",₱ 6.80 million
For Sale Commercial 500 sqm. ,"Baliuag, Bulacan",₱ 7.00 million
For Sale Residential 217 sqm. ,"Santa Rosa, Laguna",₱ 2.60 million
For Sale Residential 464 sqm. ,"Taguig, Metro Manila",₱ 124 million
For Sale Commercial 100 sqm. ,"Santa Maria, Bulacan","₱ 660,000"
For Sale Residential 150 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 4.50 million
For Sale Residential 100 sqm. ,"Lipa, Batangas",₱ 1.02 million
For Sale Residential 120 sqm. ,"Pililla, Rizal",₱ 1.08 million
"For Sale Commercial 6,133 sqm. ","Binangonan, Rizal",₱ 184 million
For Sale Residential 185 sqm. ,"Liloan, Cebu",₱ 2.74 million
For Sale Residential 253 sqm. ,"Bacoor, Cavite",₱ 9.19 million
For Sale Residential 841 sqm. ,"Taytay, Rizal",₱ 56.0 million
For Sale Residential 461 sqm. ,"Liloan, Cebu",₱ 3.46 million
For Sale Residential 100 sqm. ,"Silang, Cavite",₱ 1.85 million
For Sale Residential 204 sqm. ,"Nasugbu, Batangas",₱ 4.31 million
For Sale Residential 486 sqm. ,"Cebu City, Cebu",₱ 14.6 million
For Sale Residential 225 sqm. ,"Laoag, Ilocos Norte",₱ 1.94 million
For Sale Residential 240 sqm. ,"Biñan, Laguna",₱ 6.90 million
For Sale Residential 200 sqm. ,"Catigbian, Bohol","₱ 300,000"
For Sale Residential 397 sqm. ,"Biñan, Laguna",₱ 11.1 million
"For Sale Residential 2,121 sqm. ","Malolos, Bulacan",₱ 17.0 million
For Sale Residential 290 sqm. ,"Silang, Cavite",₱ 11.6 million
For Sale Residential 537 sqm. ,"Adams, Ilocos Norte",₱ 6.57 million
"For Sale Residential Farm 4,000 sqm. ","Villasis, Pangasinan",₱ 4.00 million
For Sale Residential 350 sqm. ,"Antipolo, Rizal",₱ 12.9 million
For Sale Residential 285 sqm. ,"Manila, Metro Manila",₱ 26.0 million
"For Sale Residential Farm 10,323 sqm. ","Santa Maria, Laguna",₱ 12.5 million
"For Sale Residential Farm 1,000 sqm. ","Villanueva, Misamis Oriental",₱ 2.50 million
For Sale Residential 286 sqm. ,"Tagaytay, Cavite",₱ 7.50 million
For Sale Residential 200 sqm. ,"Iba, Zambales",₱ 4.30 million
"For Sale Residential 2,500 sqm. ","Angeles, Pampanga",₱ 3.00 million
For Sale Residential 335 sqm. ,"Santa Rosa, Laguna",₱ 11.2 million
For Sale Residential 366 sqm. ,"Pililla, Rizal",₱ 3.29 million
"For Sale Residential Farm 3,618 sqm. ","Tagaytay, Cavite",₱ 28.9 million
For Sale Residential Farm 987 sqm. ,"Silang, Cavite",₱ 10.9 million
For Sale Residential Farm 100 sqm. ,"San Juan, Batangas",₱ 1.00 million
"For Sale Residential Farm 2,008 sqm. ","Angat, Bulacan",₱ 5.02 million
For Sale Commercial 100 sqm. ,"Lipa, Batangas","₱ 900,000"
For Sale Residential 380 sqm. ,"Nasugbu, Batangas",₱ 5.32 million
For Sale Residential 838 sqm. ,"Alaminos, Pangasinan",₱ 4.00 million
"For Sale Others 50,000 sqm. ","Peñaranda, Nueva Ecija",₱ 30.0 million
"For Sale Residential 300,500 sqm. ","Laguindingan, Misamis Oriental",₱ 1.75 million
"For Sale Agro-Industrial Farm 270,443 sqm. ","San Ildefonso, Bulacan",₱ 103 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 320,000"
For Sale Residential Farm 100 sqm. ,"Norzagaray, Bulacan","₱ 320,000"
"For Sale Agro-Industrial Farm 2,534 sqm. ","Tagbilaran, Bohol",₱ 4.31 million
For Sale Residential 300 sqm. ,"Lipa, Batangas",₱ 3.00 million
"For Sale Residential 2,407 sqm. ","Dimiao, Bohol",₱ 2.40 million
"For Sale Agro-Industrial Farm 10,750 sqm. ","San Miguel, Bulacan",₱ 4.80 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 450,000"
For Sale Residential 572 sqm. ,"Baguio, Benguet",₱ 10.9 million
"For Sale Residential Farm 6,623 sqm. ","San Carlos, Negros Occidental",₱ 16.6 million
For Sale Raw Land 331 sqm. ,"Malolos, Bulacan",₱ 6.00 million
"For Sale Residential Farm 2,100 sqm. ","Santa Monica (Sapao), Surigao del Norte",₱ 12.0 million
For Sale Memorial Lot 26 sqm. ,"Guagua, Pampanga","₱ 60,000"
For Sale Residential 252 sqm. ,"Dagupan, Pangasinan",₱ 3.39 million
"For Sale Agricultural Farm 40,007 sqm. ","Malaybalay, Bukidnon",₱ 20.0 million
"For Sale Agricultural Farm 6,073 sqm. ","Tuao, Cagayan",₱ 9.10 million
For Sale Residential 110 sqm. ,"Laoag, Ilocos Norte",₱ 3.78 million
For Sale Residential 80 sqm. ,"Alaminos, Pangasinan","₱ 200,000"
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 1.10 million
For Sale Residential 350 sqm. ,"San Fernando, Pampanga",₱ 6.30 million
For Sale Residential 254 sqm. ,"Calatagan, Batangas",₱ 4.00 million
For Sale Residential 184 sqm. ,"Batangas City, Batangas","₱ 830,000"
For Sale Residential 80 sqm. ,"Borbon, Cebu","₱ 239,920"
For Sale Residential 64 sqm. ,"Indang, Cavite","₱ 203,840"
"For Sale Others 120,000 sqm. ","Bugallon, Pangasinan",₱ 24.0 million
"For Sale Residential 1,000 sqm. ","Villasis, Pangasinan",₱ 6.80 million
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 870,000"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 975,000"
For Sale Residential 120 sqm. ,"Calamba, Laguna",₱ 1.32 million
For Sale Residential Farm 327 sqm. ,"Las Piñas, Metro Manila",₱ 29.2 million
For Sale Residential 325 sqm. ,"Tagaytay, Cavite",₱ 2.93 million
"For Sale Residential Farm 100,000 sqm. ","Tanay, Rizal",₱ 14.5 million
For Sale Raw Land 100 sqm. ,"Medellin, Cebu","₱ 250,000"
