Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
Sweden,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,59000
Australia,Microsoft SQL Server,17,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",40,Private business,54000
United Kingdom,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),55,Private business,83234
Sweden,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",36,Private business,72000
United Kingdom,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),35,Private business,93711
United Kingdom,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,41,"Education (K-12, college, university)",54500
United Kingdom,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,55,Private business,48000
Hungary,Azure SQL DB,4,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,33000
United States,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,45,Private business,106500
Turkey,Oracle,8,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,State/province government,50000
United States,Oracle,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",42,Private business,140000
Singapore,Microsoft SQL Server,7,Full time employee,Analyst,45,Private business,67600
United States,Microsoft SQL Server,8,Part time,"Developer: Business Intelligence (SSRS, PowerBI, etc)",32,Private business,1375000
United States,Microsoft SQL Server,4,Full time employee,Analyst,50,Non-profit,70000
Australia,Oracle,4,Full time employee,Architect,40,Private business,180000
Australia,Microsoft SQL Server,14,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,State/province government,115000
New Zealand,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,72500
Australia,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,110000
Australia,Microsoft SQL Server,7,Full time employee,Analyst,50,Private business,84500
United States,Microsoft SQL Server,2,Full time employee,Analyst,42,Private business,83000
United States,Microsoft SQL Server,10,Full time employee,Analyst,45,Private business,95000
United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",50,Private business,56500
Australia,Microsoft SQL Server,3,Full time employee,Engineer,45,Private business,66000
United States,Microsoft SQL Server,11,Full time employee,Engineer,43,Private business,110000
United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,45,Private business,100000
United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,85000
United States,MongoDB,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,121000
India,Microsoft SQL Server,14,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,31650
United States,Microsoft SQL Server,6,Full time employee,Manager,50,Private business,97000
United States,Microsoft SQL Server,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,140000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),90,Private business,81500
United States,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,109000
United States,Microsoft SQL Server,15,Full time employee,Manager,50,Private business,156000
Australia,Microsoft SQL Server,1,Full time employee,"Developer: App code (C#, JS, etc)",42,Private business,34466
Australia,Microsoft SQL Server,9,Full time employee,Other,40,Private business,486000
United States,Other,15,Full time employee,Engineer,65,Private business,220000
Israel,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,110000
South Africa,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,45352
Jordan,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,50250
Russia,Microsoft SQL Server,19,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,55000
Sweden,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Local government,57000
South Africa,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",9,Private business,55000
Turkey,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,27000
South Africa,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,55900
France,Microsoft SQL Server,3,Full time employee,Developer: T-SQL,37,Private business,25000
Slovenia,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,45000
Sweden,Microsoft SQL Server,1,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,52942
Denmark,Microsoft SQL Server,2,Full time employee,Manager,42,Private business,90000
Sweden,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,State/province government,56000
Czech Republic,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,5,Private business,24800
Denmark,Microsoft SQL Server,10,Full time employee,Architect,45,Private business,143000
Belgium,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",38,Federal government,43000
Romania,Microsoft SQL Server,11,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,68000
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,45,Private business,79000
Czech Republic,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,34100
Denmark,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Private business,107000
Denmark,Microsoft SQL Server,12,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,79000
South Africa,Microsoft SQL Server,10,Full time employee,Architect,60,Private business,77000
Slovakia,Microsoft SQL Server,5,Full time employee,Engineer,38,Private business,27000
Denmark,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",39,Private business,69000
United Kingdom,Microsoft SQL Server,5,Full time employee,Analyst,38,"Education (K-12, college, university)",47000
Czech Republic,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,46000
Spain,Microsoft SQL Server,9,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,47000
Germany,Microsoft SQL Server,20,Full time employee,Architect,40,Private business,100500
Belgium,Microsoft SQL Server,6,Full time employee,Engineer,45,Private business,56000
United Kingdom,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",35,Non-profit,56000
Sweden,Microsoft SQL Server,5,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",40,Private business,55000
United Kingdom,Microsoft SQL Server,6,Full time employee,Manager,55,Private business,66961.5
United Kingdom,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,52000
United States,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,93000
Italy,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,45000
United Kingdom,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",35,Private business,61636
Germany,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",44,Private business,85000
France,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",39,Private business,44000
United Kingdom,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,56280
United Kingdom,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,62239
United Kingdom,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Non-profit,65000
United Kingdom,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",38,Private business,82000
United Kingdom,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,41,Private business,61562
United Kingdom,Microsoft SQL Server,20,Full time employee,Manager,40,Private business,84500
United Kingdom,Microsoft SQL Server,5,Full time employee,Manager,40,Private business,67000
United Kingdom,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",37,Federal government,56900
United Kingdom,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,48240
Ireland,Microsoft SQL Server,11,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,60000
Croatia,Microsoft SQL Server,1,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,10650
Netherlands,Microsoft SQL Server,14,Full time employee of a consulting/contracting company,Engineer,40,Private business,67050
United Kingdom,Microsoft SQL Server,19,Full time employee of a consulting/contracting company,Other,40,Private business,81000
United Kingdom,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,50000
United Kingdom,Microsoft SQL Server,14,Full time employee,Other,47,Private business,91200
Germany,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,101000
Germany,Oracle,3,Full time employee,Architect,39,Private business,64651
United Kingdom,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),36,Private business,83000
United Kingdom,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,73702
United Kingdom,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",38,Private business,44500
Sweden,Microsoft SQL Server,14,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,71600
Germany,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Federal government,66000
Norway,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,Engineer,60,Private business,70000
United Kingdom,Microsoft SQL Server,5,Full time employee,Manager,40,Private business,67060
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),38,Private business,104000
United Kingdom,Microsoft SQL Server,12,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,90000
Finland,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),38,Private business,46500
United Kingdom,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,55000
Germany,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,40000
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),36,Private business,175000
United Kingdom,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Private business,58000
Brazil,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,50,Private business,32000
United Kingdom,Microsoft SQL Server,4,Full time employee,Manager,40,Federal government,54952
United Kingdom,Microsoft SQL Server,9,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Private business,55000
India,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,15600
United States,Microsoft SQL Server,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Federal government,138000
United Kingdom,Microsoft SQL Server,8,Full time employee,"Developer: App code (C#, JS, etc)",35,Private business,60267
United Kingdom,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,75000
United Kingdom,Microsoft SQL Server,22,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,160000
Sweden,Microsoft SQL Server,10,Full time employee,Engineer,40,Private business,62000
Austria,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,40,Private business,50000
United Kingdom,Microsoft SQL Server,11,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,52050
United Kingdom,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,87100
United Kingdom,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,40,Private business,67000
Austria,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,63000
Germany,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,38,Private business,80000
United Kingdom,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,37,Private business,68500
India,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",60,Private business,54600
Hungary,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,38000
United States,Microsoft SQL Server,7,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,109000
United Kingdom,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,53000
United Kingdom,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Federal government,56000
United States,Microsoft SQL Server,5,Full time employee,Manager,50,Private business,106000
United States,Microsoft SQL Server,10,Full time employee,Manager,50,Private business,110000
United States,Microsoft SQL Server,2,Full time employee,Engineer,50,Private business,82000
United States,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,"Education (K-12, college, university)",65000
United States,Microsoft SQL Server,15,Full time employee,Manager,50,Private business,97000
Italy,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,23000
United States,Microsoft SQL Server,13,Full time employee,Developer: T-SQL,35,Non-profit,86500
United States,Microsoft SQL Server,5,Full time employee,Architect,40,"Education (K-12, college, university)",65000
United States,Microsoft SQL Server,10,Full time employee,Manager,40,"Education (K-12, college, university)",72000
United States,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,75000
United States,Microsoft SQL Server,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,65000
United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,60000
United States,Microsoft SQL Server,8,Full time employee,Analyst,40,Private business,102000
United States,Microsoft SQL Server,1,Full time employee,Developer: T-SQL,40,Private business,45000
United States,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,65000
United States,Microsoft Access,2,Full time employee,Analyst,44,Private business,67000
United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,130000
United States,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",43,Non-profit,66625
United Kingdom,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,24145.2
United States,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Non-profit,111000
Uganda,Microsoft SQL Server,10,Full time employee,Manager,50,Private business,185000
United States,Microsoft SQL Server,10,Full time employee,Manager,55,Private business,140000
United States,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,160000
United States,Microsoft SQL Server,20,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,State/province government,90000
United States,Microsoft SQL Server,5,Full time employee,Architect,40,Non-profit,100000
Belgium,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",38,Private business,50000
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),38,Private business,128000
United States,Microsoft SQL Server,6,Full time employee,Manager,50,Private business,200000
United States,Microsoft SQL Server,10,Part time,"DBA (Development Focus - tunes queries, indexes, does deployments)",30,Non-profit,79000
Canada,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",36,Private business,85000
United States,Microsoft SQL Server,20,Full time employee,Manager,50,Private business,160000
United States,Microsoft SQL Server,5,Full time employee,Manager,60,Private business,90000
United States,Microsoft SQL Server,28,Full time employee,Architect,35,Private business,151000
United States,Microsoft SQL Server,12,Full time employee,Manager,40,Private business,130000
United States,Microsoft SQL Server,20,Full time employee,Manager,40,Private business,113650
United States,Oracle,16,Full time employee,Developer: T-SQL,40,Private business,108707
United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,62000
United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,109000
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,153000
United States,Microsoft SQL Server,10,Full time employee,Engineer,40,Private business,88000
United States,Microsoft SQL Server,22,Full time employee,"Developer: App code (C#, JS, etc)",55,Private business,160000
United States,Microsoft SQL Server,16,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,94500
United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Non-profit,63000
United States,Microsoft SQL Server,18,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",42,Private business,98500
Switzerland,Oracle,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),35,Private business,80000
United States,MySQL/MariaDB,10,Full time employee,Engineer,40,Private business,70000
United States,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,Manager,60,Private business,142000
United States,Microsoft SQL Server,5,Full time employee,Analyst,38,State/province government,76000
United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,110000
Netherlands,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,50000
United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,125000
United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,State/province government,61000
United States,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,40,Non-profit,75000
United States,Microsoft SQL Server,22,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Non-profit,107000
United States,Microsoft SQL Server,20,Full time employee,Manager,40,Private business,117000
Belgium,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),38,Non-profit,57000
United States,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,Manager,45,Private business,135300
Portugal,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,4200
United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,"Education (K-12, college, university)",105000
United States,Microsoft SQL Server,7,Full time employee,Manager,48,Private business,130000
United States,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",60,Private business,325000
United Kingdom,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,60360
United States,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,70000
United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Local government,73000
United States,Microsoft SQL Server,8,Full time employee,Engineer,40,Non-profit,120000
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Federal government,96000
United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,50,Private business,122000
United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,State/province government,93000
United States,Microsoft SQL Server,8,Full time employee,Engineer,42,Private business,85571
Belarus,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,100000
United States,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Non-profit,125000
Canada,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),35,Private business,67000
United States,Microsoft SQL Server,3,Full time employee,Analyst,50,Private business,83000
United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,40,Private business,65000
United States,Microsoft SQL Server,7,Full time employee,Manager,50,Private business,88000
Canada,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Federal government,77000
United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,99000
Malta,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,40,Private business,41300
United States,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,155000
United States,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),42,Private business,122000
United States,Microsoft SQL Server,25,Full time employee,Architect,40,Private business,113000
United States,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,65000
Netherlands,Microsoft SQL Server,1,Full time employee of a consulting/contracting company,Developer: T-SQL,40,Private business,30000
United States,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,84000
United States,Microsoft SQL Server,14,Full time employee of a consulting/contracting company,Architect,50,Private business,225000
Finland,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,38,Private business,75000
United States,Microsoft SQL Server,7,Full time employee,Manager,55,Private business,100000
United States,Oracle,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,84460
United States,Microsoft SQL Server,10,Full time employee,Analyst,48,Private business,84000
Mexico,Azure SQL DB,1,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",43,Private business,28000
Canada,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,50000
Netherlands,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,47000
United States,Microsoft SQL Server,13,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Federal government,102500
United States,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Local government,100000
Canada,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),35,Private business,55000
Czech Republic,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,90000
United Kingdom,Microsoft SQL Server,9,Full time employee,Developer: T-SQL,37,Private business,57641
United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",85,Private business,88000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),42,Private business,88000
United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,120000
United States,Microsoft SQL Server,2,Full time employee,Analyst,44,Private business,72000
Canada,Microsoft SQL Server,14,Full time employee,"Developer: App code (C#, JS, etc)",46,Private business,55000
United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,40,Private business,115000
Turkey,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,41000
United States,Microsoft SQL Server,20,Full time employee,Architect,40,Private business,130000
United States,Microsoft SQL Server,5,Full time employee,Manager,50,Private business,150000
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),60,Private business,120000
United States,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,40,Non-profit,110000
Switzerland,Microsoft SQL Server,13,"Independent consultant, contractor, freelancer,  or company owner",Architect,45,Private business,170000
United States,Microsoft SQL Server,14,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,105000
Italy,Oracle,7,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,34000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,80000
United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",40,"Education (K-12, college, university)",52000
United States,Microsoft SQL Server,19,"Independent consultant, contractor, freelancer,  or company owner",Engineer,50,Private business,198000
Sweden,MySQL/MariaDB,3,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,43000
United States,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",44,Private business,100000
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Federal government,131000
United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,90000
United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,85000
United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Non-profit,101000
United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,State/province government,96000
Canada,Microsoft SQL Server,20,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,66000
Canada,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,62000
United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,40,Private business,80100
Sweden,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,85000
Spain,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,42000
United States,Microsoft SQL Server,8,Full time employee,Engineer,40,Private business,110000
United States,Microsoft SQL Server,20,Full time employee,Architect,40,Private business,140000
United States,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,64000
United States,Microsoft SQL Server,16,Full time employee,Developer: T-SQL,40,Private business,138000
United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,40,State/province government,105000
United States,Microsoft SQL Server,16,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,100000
Estonia,Microsoft SQL Server,18,Full time employee,Architect,45,Private business,63000
United States,Microsoft SQL Server,9,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,60000
United States,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,115000
United States,Microsoft SQL Server,18,Full time employee,Manager,70,Private business,150000
Netherlands,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",Engineer,32,Private business,80000
