,Address,Bedrooms,Bathrooms,Sqm,Cost
6121,"Cagayan de Oro, Misamis Oriental",3,2,63,6020000.0
6122,"Quezon City / QC, Metro Manila",3,2,56,6570000.0
6123,"Imus, Cavite",3,2,75,5300000.0
6124,"Tanza, Cavite",2,1,45,1440000.0
6125,"San Mateo, Rizal",2,1,50,3840000.0
6126,"San Jose del Monte, Bulacan",2,1,44,1990000.0
6127,"Numancia, Aklan",2,1,53,3630000.0
6128,"Silang, Cavite",4,2,72,11900000.0
6129,"Taytay, Rizal",3,3,113,6280000.0
6130,"Silang, Cavite",4,3,174,9960000.0
6131,"Ormoc, Leyte",3,2,81,4000000.0
6132,"Pili, Camarines Sur",0,1,22,670000.0
6133,"Quezon City / QC, Metro Manila",2,1,52,9500000.0
6134,"San Fernando, Pampanga",4,3,133,6000000.0
6135,"Caloocan, Metro Manila",4,2,116,4680000.0
6136,"Puerto Princesa, Palawan",5,3,370,17000000.0
6137,"Parañaque, Metro Manila",5,6,500,60000000.0
6138,"Fairview, Quezon City / QC, Metro Manila",4,3,160,8500000.0
6139,"Tanza, Cavite",2,1,46,1570000.0
6140,"General Trias, Cavite",3,2,82,4910000.0
6141,"Las Piñas, Metro Manila",3,3,106,7400000.0
6142,"Consolacion, Cebu",4,3,228,14500000.0
6143,"Cagayan de Oro, Misamis Oriental",4,3,107,7730000.0
6144,"Tanza, Cavite",2,1,46,1570000.0
6145,"Parañaque, Metro Manila",5,6,500,60000000.0
6146,"Fairview, Quezon City / QC, Metro Manila",4,3,160,8500000.0
6147,"Las Piñas, Metro Manila",3,3,106,7400000.0
6148,"Cagayan de Oro, Misamis Oriental",4,3,107,7730000.0
6149,"Consolacion, Cebu",4,3,228,14500000.0
6150,"Santa Maria, Bulacan",2,1,42,1690000.0
6151,"Bacoor, Cavite",3,3,131,18200000.0
6152,"Santa Rosa, Laguna",3,3,1080,102000000.0
6153,"Parañaque, Metro Manila",5,4,320,25500000.0
6154,"Mabalacat, Pampanga",3,2,200,9500000.0
6155,"Imus, Cavite",3,2,74,8870000.0
6156,"Silang, Cavite",4,3,83,8170000.0
6157,"Quezon City / QC, Metro Manila",3,3,103,4670000.0
6158,"Cabuyao, Laguna",2,36,42,1900000.0
6159,"Mandaue, Cebu",4,2,138,8850000.0
6160,"Taytay, Rizal",2,2,100,3800000.0
6161,"Lapu-Lapu (Opon), Cebu",2,1,30,1800000.0
6162,"Las Piñas, Metro Manila",2,2,83,5170000.0
6163,"Mactan, Lapu-Lapu, Cebu",2,2,131,68000000.0
6164,"General Trias, Cavite",3,1,80,3900000.0
6165,"Dasmariñas, Cavite",3,3,163,6360000.0
6166,"Carcar, Cebu",2,1,33,1570000.0
6167,"Talisay, Cebu",3,2,200,12000000.0
6168,"Santa Rosa, Laguna",3,3,177,22600000.0
6169,"Talisay, Cebu",3,2,200,12000000.0
6170,"Pilar, Bataan",3,1,42,1750000.0
6171,"San Miguel, Iloilo",3,2,60,2900000.0
6172,"Santa Maria, Bulacan",2,2,53,4550000.0
6173,"Antipolo, Rizal",2,1,60,3500000.0
6174,"Quezon City / QC, Metro Manila",3,3,95,4050000.0
6175,"Valencia, Bukidnon",3,2,60,5380000.0
6176,"Numancia, Aklan",5,3,142,8160000.0
6177,"Rodriguez (Montalban), Rizal",3,1,72,3180000.0
6178,"San Pedro, Laguna",3,1,67,4480000.0
6179,"General Trias, Cavite",3,2,80,3900000.0
6180,"General Trias, Cavite",2,1,60,3420000.0
6181,"Quezon City / QC, Metro Manila",5,4,150,8300000.000000001
6182,"Lapu-Lapu (Opon), Cebu",3,3,234,16000000.0
6183,"General Santos (Dadiangas), South Cotabato",4,3,180,3500000.0
6184,"Carcar, Cebu",2,1,43,1940000.0
6185,"Batangas City, Batangas",0,1,32,633000.0
6186,"Dasmariñas, Cavite",3,2,42,3000000.0
6187,"Imus, Cavite",2,1,60,1400000.0
6188,"Santa Maria, Bulacan",3,2,60,3750000.0
6189,"Las Piñas, Metro Manila",3,2,180,13500000.0
6190,"Manila, Metro Manila",4,4,300,22000000.0
6191,"Ormoc, Leyte",4,2,278,14500000.0
6192,"Imus, Cavite",2,1,60,1400000.0
6193,"Santa Maria, Bulacan",3,2,60,3750000.0
6194,"Manila, Metro Manila",4,4,300,22000000.0
6195,"Ormoc, Leyte",4,2,278,14500000.0
6196,"Novaliches, Quezon City / QC, Metro Manila",3,3,100,4580000.0
6197,"General Trias, Cavite",4,2,164,8080000.0
6198,"Silang, Cavite",3,1,93,4700000.0
6199,"Numancia, Aklan",2,1,36,2150000.0
6200,"General Trias, Cavite",2,3,90,5500000.0
6201,"Antipolo, Rizal",2,1,48,6900000.0
6202,"Baguio, Benguet",3,2,123,9000000.0
6203,"Minglanilla, Cebu",4,3,78,6500000.0
6204,"Mandaluyong, Metro Manila",3,5,241,24500000.0
6205,"Numancia, Aklan",2,1,46,3980000.0
6206,"Quezon City / QC, Metro Manila",4,3,118,7330000.0
6207,"Consolacion, Cebu",2,2,78,4640000.0
6208,"Quezon City / QC, Metro Manila",4,3,300,16000000.0
6209,"Angeles, Pampanga",2,1,40,2009999.9999999998
6210,"Quezon City / QC, Metro Manila",3,3,118,5500000.0
6211,"Bacolod, Negros Occidental",2,1,35,1600000.0
6212,"Imus, Cavite",4,2,70,5510000.0
6213,"General Trias, Cavite",4,2,124,4700000.0
6214,"Tarlac City, Tarlac",3,2,100,4430000.0
6215,"Baguio, Benguet",2,2,120,6500000.0
6216,"Carmona, Cavite",3,1,92,2800000.0
6217,"Oton, Iloilo",2,2,53,4860000.0
6218,"Plaridel, Bulacan",3,2,80,5690000.0
6219,"Bacolod, Negros Occidental",2,1,36,2470000.0
6220,"Bacoor, Cavite",4,3,264,51600000.0
6221,"General Santos (Dadiangas), South Cotabato",3,2,83,4390000.0
6222,"Pavia, Iloilo",3,1,42,2560000.0
6223,"Liloan, Cebu",5,4,130,8800000.0
6224,"Lipa, Batangas",3,2,44,3640000.0
6225,"Dumaguete, Negros Oriental",2,1,36,3160000.0
6226,"Cauayan, Isabela",0,1,30,1330000.0
6227,"Novaliches, Quezon City / QC, Metro Manila",3,3,112,8500000.0
6228,"San Jose del Monte, Bulacan",5,3,143,8410000.0
6229,"Taytay, Rizal",4,5,145,9000000.0
6230,"Taytay, Rizal",5,3,230,16500000.0
6231,"Iloilo City, Iloilo",3,1,42,1700000.0
6232,"Imus, Cavite",2,1,80,3000000.0
6233,"Numancia, Aklan",3,2,66,5240000.0
6234,"Quezon City / QC, Metro Manila",3,3,111,7080000.0
6235,"Angeles, Pampanga",4,3,160,8500000.0
6236,"Taytay, Rizal",3,2,98,5330000.0
6237,"Baguio, Benguet",5,4,200,10500000.0
6238,"Quezon City / QC, Metro Manila",5,4,280,16000000.0
6239,"General Trias, Cavite",2,2,75,3460000.0
6240,"San Jose del Monte, Bulacan",4,3,142,10200000.0
6241,"Quezon City / QC, Metro Manila",4,4,300,25000000.0
6242,"Dumaguete, Negros Oriental",2,1,42,1700000.0
6243,"Quezon City / QC, Metro Manila",3,2,90,5300000.0
6244,"Commonwealth, Quezon City / QC, Metro Manila",3,3,200,10900000.0
6245,"Numancia, Aklan",2,1,36,2150000.0
6246,"Baras, Rizal",2,1,35,1810000.0
6247,"Baras, Rizal",3,1,53,2330000.0
6248,"Lipa, Batangas",2,1,40,1600000.0
6249,"Quezon City / QC, Metro Manila",3,3,118,5500000.0
6250,"San Pablo, Laguna",3,2,200,3000000.0
6251,"Rodriguez (Montalban), Rizal",3,2,60,5000000.0
6252,"Dasmariñas, Cavite",3,2,66,4540000.0
6253,"Caloocan, Metro Manila",3,2,87,4280000.0
6254,"Santa Maria, Bulacan",3,2,60,4090000.0
6255,"Cebu City, Cebu",2,1,58,3040000.0
6256,"Dumaguete, Negros Oriental",2,1,36,2700000.0
6257,"Silang, Cavite",5,3,166,11700000.0
6259,"Oton, Iloilo",3,2,65,5630000.0
6260,"Caloocan, Metro Manila",2,2,59,6700000.0
6261,"Tagaytay, Cavite",4,3,500,30000000.0
6262,"Baguio, Benguet",4,3,190,17000000.0
6263,"Trece Martires, Cavite",0,1,22,965000.0
6264,"Cebu City, Cebu",2,1,58,3040000.0
6265,"Dumaguete, Negros Oriental",2,1,36,2700000.0
6266,"Silang, Cavite",5,3,166,11700000.0
6267,"Oton, Iloilo",3,2,65,5630000.0
6268,"Nuvali, Santa Rosa, Laguna",8,8,870,95000000.0
6269,"Muntinlupa, Metro Manila",4,3,176,23900000.0
6270,"Caloocan, Metro Manila",2,2,59,6700000.0
6271,"Tagaytay, Cavite",4,3,500,30000000.0
6272,"Baguio, Benguet",4,3,190,17000000.0
6273,"Trece Martires, Cavite",0,1,22,965000.0
6274,"Bacolod, Negros Occidental",5,3,142,7800000.0
6275,"Magalang, Pampanga",0,1,22,650000.0
6276,"Sariaya, Quezon",2,1,35,1510000.0
6277,"General Trias, Cavite",3,2,72,4800000.0
6278,"Antipolo, Rizal",3,1,66,7520000.0
6279,"Dasmariñas, Cavite",3,2,80,2700000.0
6280,"Baras, Rizal",2,1,44,1720000.0
6281,"Baliuag, Bulacan",2,1,40,1000000.0
6282,"Baras, Rizal",2,1,36,2000000.0
6283,"Calumpit, Bulacan",6,4,288,17000000.0
6284,"Baras, Rizal",0,1,22,1160000.0
6285,"Silay, Negros Occidental",0,1,22,1070000.0
6286,"Indang, Cavite",8,4,400,55000000.0
6287,"Biñan, Laguna",3,2,81,6420000.0
6288,"Oton, Iloilo",3,1,50,6540000.0
6289,"Oton, Iloilo",3,2,66,5780000.0
6290,"Magalang, Pampanga",2,1,70,2000000.0
6291,"Las Piñas, Metro Manila",2,1,70,4800000.0
6292,"Antipolo, Rizal",3,2,60,4000000.0
6293,"Tarlac City, Tarlac",2,1,36,3310000.0
6294,"Mandaue, Cebu",2,2,476,17000000.0
6295,"Tagum, Davao del Norte",2,1,44,2200000.0
6296,"Panabo, Davao del Norte",3,1,42,2040000.0
6297,"Alaminos, Laguna",3,1,45,2150000.0
6298,"Rodriguez (Montalban), Rizal",3,2,60,5000000.0
6299,"Dumaguete, Negros Oriental",2,1,42,1700000.0
6300,"Malolos, Bulacan",2,1,40,3400000.0
6301,"Commonwealth, Quezon City / QC, Metro Manila",3,3,200,10900000.0
6302,"Mabalacat, Pampanga",2,1,45,850000.0
6303,"Las Piñas, Metro Manila",4,4,350,13900000.0
6304,"Parañaque, Metro Manila",4,4,270,17500000.0
6305,"San Jose del Monte, Bulacan",2,1,46,2220000.0
6306,"Dasmariñas, Cavite",0,1,58,2000000.0
6307,"Parañaque, Metro Manila",5,5,350,33000000.0
6308,"Parañaque, Metro Manila",5,5,370,39000000.0
6309,"Magarao, Camarines Sur",2,1,110,2200000.0
6310,"Dasmariñas, Cavite",3,1,491,9000000.0
6311,"Antipolo, Rizal",4,2,337,30000000.0
6312,"Angeles, Pampanga",4,3,166,8900000.0
6313,"Bacolod, Negros Occidental",5,3,142,7800000.0
6314,"Dasmariñas, Cavite",3,2,100,4880000.0
6315,"Cebu City, Cebu",2,1,58,3040000.0
6316,"Santa Rosa, Laguna",3,3,220,11900000.0
6317,"Cainta, Rizal",3,2,94,5800000.0
6318,"Binangonan, Rizal",4,3,129,5800000.0
6319,"Calamba, Laguna",2,1,52,2800000.0
6320,"Lipa, Batangas",3,2,75,5390000.0
6321,"Panglao, Bohol",4,2,110,7200000.0
6322,"Liloan, Cebu",4,4,118,8890000.0
6323,"Naic, Cavite",2,1,44,1900000.0
6324,"Manila, Metro Manila",4,4,324,69000000.0
6325,"Antipolo, Rizal",4,3,200,13700000.0
6326,"San Miguel, Bulacan",3,1,42,2190000.0
6327,"Valenzuela, Metro Manila",4,3,330,15000000.0
6328,"Teresa, Rizal",0,1,27,2660000.0
6329,"General Trias, Cavite",4,2,70,3000000.0
6330,"Caloocan, Metro Manila",3,3,165,9430000.0
6331,"Bacolod, Negros Occidental",2,1,60,3500000.0
6332,"Biñan, Laguna",4,4,358,52000000.0
6333,"Alabang, Muntinlupa, Metro Manila",3,3,900,240000000.0
6334,"Baras, Rizal",3,1,42,2020000.0
6335,"Mactan, Lapu-Lapu, Cebu",2,2,72,3500000.0
6336,"Teresa, Rizal",0,1,27,2660000.0
6337,"Mactan, Lapu-Lapu, Cebu",2,2,72,3500000.0
6338,"General Trias, Cavite",4,2,70,3000000.0
6339,"Parañaque, Metro Manila",4,4,435,37000000.0
6340,"General Trias, Cavite",3,2,56,2100000.0
6341,"Tanauan, Batangas",4,3,146,6950000.0
6342,"Biñan, Laguna",4,4,358,52000000.0
6343,"Bacolod, Negros Occidental",2,1,60,3500000.0
6344,"Dasmariñas, Cavite",3,1,60,2900000.0
6345,"Baras, Rizal",3,1,42,2020000.0
6346,"Alabang, Muntinlupa, Metro Manila",3,3,900,240000000.0
6347,"Caloocan, Metro Manila",3,3,165,9430000.0
6348,"Sipocot, Camarines Sur",6,3,260,13000000.0
6349,"Lipa, Batangas",2,1,42,2600000.0
6350,"General Trias, Cavite",8,3,162,7000000.0
6351,"Tanza, Cavite",2,1,44,1900000.0
6352,"Lipa, Batangas",5,3,150,8740000.0
6353,"Lipa, Batangas",4,2,80,5050000.0
6354,"Baras, Rizal",3,1,53,2330000.0
6355,"San Jose del Monte, Bulacan",3,2,99,5340000.0
6356,"General Trias, Cavite",4,3,106,8780000.0
6357,"San Jose, Batangas",2,1,44,1460000.0
6358,"San Fernando, Pampanga",2,2,72,3100000.0
6359,"Naga, Camarines Sur",3,2,136,6500000.0
6360,"General Trias, Cavite",3,1,80,3200000.0
6361,"Rodriguez (Montalban), Rizal",2,1,38,2300000.0
6362,"Quezon City / QC, Metro Manila",4,4,332,35000000.0
6363,"Mandaluyong, Metro Manila",4,4,155,20000000.0
6364,"Calamba, Laguna",2,1,36,1900000.0
6365,"San Jose del Monte, Bulacan",0,1,45,800000.0
6366,"Lipa, Batangas",3,2,90,6930000.0
6367,"Fairview, Quezon City / QC, Metro Manila",3,3,78,6500000.0
6368,"Cainta, Rizal",6,7,485,25000000.0
6369,"Quezon City / QC, Metro Manila",4,3,405,26000000.0
6370,"Numancia, Aklan",2,1,36,2150000.0
6371,"Trece Martires, Cavite",3,1,112,5000000.0
6372,"San Rafael, Bulacan",2,1,46,2200000.0
6373,"Cebu City, Cebu",4,3,85,8000000.0
6374,"Digos, Davao del Sur",0,1,22,650000.0
6375,"Digos, Davao del Sur",0,1,22,600000.0
6376,"Iloilo City, Iloilo",2,1,80,2200000.0
6377,"Cabanatuan, Nueva Ecija",2,1,40,1800000.0
6378,"San Mateo, Rizal",3,2,65,3000000.0
6379,"Calamba, Laguna",3,2,300,8500000.0
6380,"Las Piñas, Metro Manila",5,5,368,27500000.0
6381,"Rosario, Batangas",2,1,24,545100.0
6382,"Rodriguez (Montalban), Rizal",3,2,89,5500000.0
6383,"General Trias, Cavite",3,2,120,3500000.0
6384,"Antipolo, Rizal",2,1,61,4200000.0
6385,"Dasmariñas, Cavite",2,1,42,2910000.0
6386,"Marikina, Metro Manila",4,3,120,8600000.0
6387,"Cagayan de Oro, Misamis Oriental",0,1,24,1320000.0
6388,"Las Piñas, Metro Manila",4,3,100,7700000.0
6389,"Alabang, Muntinlupa, Metro Manila",4,4,675,195000000.0
6390,"Las Piñas, Metro Manila",2,2,48,3780000.0
6391,"Tanza, Cavite",0,1,36,580000.0
6392,"Teresa, Rizal",0,1,27,2660000.0
6393,"Alfonso, Cavite",2,1,46,3070000.0
6394,"General Trias, Cavite",8,3,162,7000000.0
6395,"Guiguinto, Bulacan",4,3,60,1950000.0
6396,"Lipa, Batangas",3,1,72,4630000.0
6397,"Baguio, Benguet",3,2,135,7500000.0
6398,"General Trias, Cavite",4,3,106,8780000.0
6399,"Bugallon, Pangasinan",4,3,80,7500000.0
6400,"Manila, Metro Manila",4,4,324,69000000.0
6401,"Tagum, Davao del Norte",2,1,36,2060000.0
6402,"Lipa, Batangas",2,1,42,2600000.0
6403,"Baliuag, Bulacan",3,1,42,1780000.0
6404,"Cabanatuan, Nueva Ecija",3,1,54,2190000.0
6405,"Pililla, Rizal",3,1,42,1370000.0
6406,"Makati, Metro Manila",5,5,675,195000000.0
6407,"Alaminos, Pangasinan",3,1,45,2000000.0
6408,"Cabanatuan, Nueva Ecija",3,1,54,2190000.0
6409,"Iloilo City, Iloilo",3,1,42,1600000.0
6410,"Makati, Metro Manila",5,5,675,195000000.0
6411,"Alaminos, Pangasinan",3,1,45,2000000.0
6412,"Antipolo, Rizal",3,4,192,16000000.0
6413,"Pililla, Rizal",3,1,42,1370000.0
6414,"Pililla, Rizal",0,1,24,577000.0
6415,"San Fernando, Pampanga",2,2,72,3100000.0
6416,"Quezon City / QC, Metro Manila",4,3,200,33000000.0
6417,"Naga, Camarines Sur",3,2,102,5700000.0
6418,"Quezon City / QC, Metro Manila",3,2,250,22300000.0
6419,"San Pablo, Laguna",2,1,40,2300000.0
6420,"Tanza, Cavite",2,1,45,1650000.0
6421,"San Juan, Batangas",3,3,243,16000000.0
6422,"Pasig, Metro Manila",4,4,240,17000000.0
6423,"Nasugbu, Batangas",2,1,45,3900000.0
6424,"Mexico, Pampanga",3,2,84,9940000.0
6425,"Lipa, Batangas",4,3,206,12300000.0
6426,"Naga, Camarines Sur",4,2,130,8000000.0
6427,"San Fernando, Pampanga",4,3,120,5780000.0
6428,"Norzagaray, Bulacan",0,1,21,573042.0
6429,"Bacolor, Pampanga",3,3,144,5480000.0
6430,"Mabalacat, Pampanga",2,1,35,1750000.0
6431,"Lipa, Batangas",3,1,65,4099999.9999999995
6432,"Bacolor, Pampanga",3,3,144,5480000.0
6433,"San Jose del Monte, Bulacan",2,1,42,1980000.0
6434,"Lipa, Batangas",3,1,65,4099999.9999999995
6435,"Binangonan, Rizal",3,1,105,2069999.9999999998
6436,"San Jose del Monte, Bulacan",3,2,151,5650000.0
6437,"Tanauan, Batangas",2,1,46,1100000.0
6438,"Alabang, Muntinlupa, Metro Manila",3,3,163,9350000.0
6439,"Lipa, Batangas",3,1,100,6190000.0
6440,"Angeles, Pampanga",3,3,121,5030000.0
6441,"San Jose del Monte, Bulacan",2,1,40,3070000.0
6442,"Carmona, Cavite",3,4,340,38600000.0
6443,"Imus, Cavite",3,2,100,4400000.0
6444,"Mabalacat, Pampanga",2,1,45,1880000.0
6445,"Calbayog, Samar",2,1,44,1660000.0
6446,"Caloocan, Metro Manila",2,1,150,7500000.0
6447,"San Mateo, Rizal",3,3,120,8900000.0
6448,"Santa Rosa, Nueva Ecija",5,3,100,7080000.0
6449,"Mandaluyong, Metro Manila",4,5,253,29400000.0
6450,"Angeles, Pampanga",3,2,220,11500000.0
6451,"Lipa, Batangas",2,2,50,3530000.0
6452,"Quezon City / QC, Metro Manila",5,5,350,42000000.0
6453,"Las Piñas, Metro Manila",4,3,195,11000000.0
6454,"Malolos, Bulacan",2,2,50,2480000.0
6455,"Naga, Camarines Sur",4,3,250,9000000.0
6456,"Iloilo City, Iloilo",4,3,123,11000000.0
6457,"General Santos (Dadiangas), South Cotabato",3,2,83,4390000.0
6458,"Malolos, Bulacan",2,1,40,2190000.0
6459,"Dumaguete, Negros Oriental",3,1,41,2860000.0
6460,"Angeles, Pampanga",4,2,160,4400000.0
6461,"San Jose, Nueva Ecija",2,2,53,4860000.0
6462,"Cabanatuan, Nueva Ecija",5,3,100,6410000.0
6463,"Naga, Camarines Sur",4,1,250,8600000.0
6464,"Quezon City / QC, Metro Manila",3,2,250,22300000.0
6465,"Pilar, Bataan",0,1,22,600000.0
6466,"Cavite City, Cavite",3,2,80,3390000.0
6467,"Parañaque, Metro Manila",4,4,127,11000000.0
6468,"Pililla, Rizal",2,3,165,4400000.0
6469,"Tagum, Davao del Norte",2,1,45,2200000.0
6470,"Calamba, Laguna",5,4,300,10000000.0
6471,"Dalaguete, Cebu",5,4,800,20000000.0
6472,"Mabalacat, Pampanga",2,1,45,1880000.0
6473,"Mabalacat, Pampanga",2,1,35,1750000.0
6474,"Tagum, Davao del Norte",3,1,42,1950000.0
6475,"Angeles, Pampanga",5,4,210,9500000.0
6476,"Dasmariñas, Cavite",2,1,42,3000000.0
6477,"San Jose del Monte, Bulacan",2,1,44,5300000.0
6478,"Santa Ana, Pampanga",2,1,44,1070000.0
6479,"Lipa, Batangas",3,1,65,3500000.0
6480,"Antipolo, Rizal",4,4,325,16000000.0
6481,"Las Piñas, Metro Manila",2,1,88,2870000.0
6482,"Tanza, Cavite",2,2,53,3440000.0
6483,"Palo, Leyte",2,1,54,2510000.0
6484,"Imus, Cavite",2,1,48,2800000.0
6485,"Cebu City, Cebu",2,2,53,5020000.0
6486,"Pilar, Bataan",3,1,42,1750000.0
6487,"Carcar, Cebu",0,1,28,3800000.0
6488,"Laoag, Ilocos Norte",3,2,66,5890000.0
6489,"Imus, Cavite",3,2,161,10900000.0
6490,"Alabang, Muntinlupa, Metro Manila",3,3,208,10400000.0
6491,"Camiling, Tarlac",6,5,240,10000000.0
6492,"Marikina, Metro Manila",3,3,246,16000000.0
6493,"Las Piñas, Metro Manila",4,4,368,27500000.0
6494,"Valenzuela, Metro Manila",4,4,451,21000000.0
6495,"Novaliches, Quezon City / QC, Metro Manila",3,2,61,7730000.0
6496,"Cainta, Rizal",4,3,113,6000000.0
6497,"Pilar, Bataan",2,2,44,1200000.0
6498,"Imus, Cavite",3,1,40,1880000.0
6499,"Angono, Rizal",4,3,132,13700000.0
6500,"Las Piñas, Metro Manila",5,5,320,19500000.0
6501,"Cebu City, Cebu",3,2,106,4700000.0
6502,"Rodriguez (Montalban), Rizal",2,1,38,2600000.0
6503,"San Pablo, Laguna",2,1,36,2089999.9999999998
6504,"Tanza, Cavite",3,3,201,13600000.0
6505,"Angeles, Pampanga",5,3,410,18000000.0
6506,"Dasmariñas, Cavite",3,2,63,5860000.0
6507,"Baliuag, Bulacan",3,3,114,6860000.0
6508,"Talisay, Negros Occidental",2,1,82,1800000.0
6509,"Quezon City / QC, Metro Manila",3,2,60,5000000.0
6510,"San Pedro, Laguna",0,1,54,4070000.0000000005
6511,"Dasmariñas, Cavite",3,2,63,6540000.0
6512,"Dasmariñas, Cavite",2,1,52,5280000.0
6513,"Quezon City / QC, Metro Manila",10,5,180,13000000.0
6514,"San Miguel, Bulacan",2,1,44,1970000.0
6515,"Bacolod, Negros Occidental",3,1,42,2000000.0
6516,"Plaridel, Bulacan",0,1,22,570000.0
6517,"Calbayog, Samar",2,1,44,1640000.0
6518,"Sorsogon City, Sorsogon",3,2,66,5410000.0
6519,"Pililla, Rizal",3,1,42,1880000.0
6520,"Quezon City / QC, Metro Manila",3,2,61,24000000.0
6521,"Imus, Cavite",3,3,112,6900000.0
6522,"Trece Martires, Cavite",3,2,69,3780000.0
6523,"Baliuag, Bulacan",2,2,101,6340000.0
6524,"San Remigio, Cebu",4,2,200,10000000.0
6525,"Mandaluyong, Metro Manila",3,4,181,22400000.0
6526,"Antipolo, Rizal",3,3,250,11500000.0
6527,"Dumaguete, Negros Oriental",2,1,36,2510000.0
6528,"San Remigio, Cebu",4,2,200,10000000.0
6529,"Dumaguete, Negros Oriental",2,1,36,2510000.0
6530,"Antipolo, Rizal",3,3,250,11500000.0
6531,"Mandaluyong, Metro Manila",3,4,181,22400000.0
6532,"Mactan, Lapu-Lapu, Cebu",3,2,170,11200000.0
6533,"Cavite City, Cavite",4,2,81,4270000.0
6534,"Pavia, Iloilo",0,1,22,743000.0
6535,"Imus, Cavite",4,4,258,11200000.0
6536,"Cubao, Quezon City / QC, Metro Manila",4,4,249,26000000.0
6537,"Plaridel, Bulacan",2,2,93,1300000.0
6538,"Dumaguete, Negros Oriental",2,1,46,4340000.0
6539,"Quezon City / QC, Metro Manila",2,2,150,55000000.0
6540,"Angeles, Pampanga",10,10,682,65000000.0
6541,"Quezon City / QC, Metro Manila",3,3,216,15800000.0
6542,"Calamba, Laguna",3,3,107,17000000.0
6543,"Manila, Metro Manila",4,4,355,36500000.0
6544,"Angeles, Pampanga",4,3,250,10000000.0
6545,"San Juan, Metro Manila",4,4,280,33800000.0
6546,"Trece Martires, Cavite",2,1,36,2089999.9999999998
6547,"Mandaue, Cebu",4,3,156,6850000.0
6548,"Imus, Cavite",3,3,63,3700000.0
6549,"Angono, Rizal",3,3,216,10200000.0
6550,"Alabang, Muntinlupa, Metro Manila",3,4,237,34500000.0
6551,"Mactan, Lapu-Lapu, Cebu",3,4,288,20000000.0
6552,"Naga, Camarines Sur",4,3,220,7000000.0
6553,"Marilao, Bulacan",4,3,116,7080000.0
6554,"San Fernando, Cebu",2,1,42,1900000.0
6555,"Balanga, Bataan",3,1,42,2020000.0
6556,"Quezon City / QC, Metro Manila",3,4,167,19000000.0
6557,"Balanga, Bataan",3,1,42,2020000.0
6558,"Pilar, Bataan",3,1,42,1750000.0
6559,"Pilar, Bataan",3,1,42,1750000.0
6560,"Baliuag, Bulacan",3,3,114,6860000.0
6561,"Bacolod, Negros Occidental",0,1,22,600000.0
6562,"Lipa, Batangas",3,1,60,2100000.0
6563,"Silang, Cavite",3,2,120,7000000.0
6564,"San Fernando, Pampanga",2,1,36,1750000.0
6565,"Tayabas, Quezon",2,1,22,864000.0
6566,"Tuguegarao, Cagayan",3,1,42,2009999.9999999998
6567,"Pili, Camarines Sur",2,1,42,1690000.0
6568,"Tanza, Cavite",2,1,36,1890000.0
6569,"Santa Rosa, Nueva Ecija",5,3,142,8660000.0
6570,"Novaliches, Quezon City / QC, Metro Manila",3,2,61,5970000.0
6571,"San Juan, La Union",0,1,22,995000.0
6572,"Imus, Cavite",3,3,121,7870000.0
6573,"Danao, Cebu",3,2,188,13400000.0
6574,"Imus, Cavite",3,2,80,5820000.0
6575,"Naic, Cavite",4,2,98,5920000.0
6576,"San Fernando, Pampanga",5,3,385,5500000.0
6577,"Bauan, Batangas",2,1,35,1620000.0
6578,"Pililla, Rizal",0,1,56,1710000.0
6579,"Angeles, Pampanga",10,10,682,65000000.0
6580,"Baliuag, Bulacan",3,2,54,4000000.0
6581,"Angeles, Pampanga",4,3,250,10000000.0
6582,"San Pedro, Laguna",3,2,76,5000000.0
6583,"Quezon City / QC, Metro Manila",3,2,61,24000000.0
6584,"San Jose del Monte, Bulacan",5,3,100,7750000.0
6585,"Bacoor, Cavite",4,3,191,14300000.0
6586,"San Jose, Nueva Ecija",2,1,40,2840000.0
6587,"General Trias, Cavite",3,1,55,1500000.0
6588,"Baguio City Economic Zone, Baguio, Benguet",3,3,180,8000000.0
6589,"Santa Cruz, Laguna",2,1,53,4680000.0
6590,"Taguig, Metro Manila",3,2,168,21000000.0
6591,"General Santos (Dadiangas), South Cotabato",3,1,166,7800000.0
6592,"Malolos, Bulacan",2,2,56,3670000.0
6593,"Imus, Cavite",4,3,193,15500000.0
6594,"Pavia, Iloilo",0,1,22,743000.0
6595,"Teresa, Rizal",4,3,81,4590000.0
6596,"Cagayan de Oro, Misamis Oriental",4,3,90,5950000.0
6597,"Muntinlupa, Metro Manila",4,3,93,5500000.0
6598,"Alaminos, Laguna",0,1,22,650000.0
6599,"Bacong, Negros Oriental",2,1,42,1790000.0
6600,"Butuan, Agusan del Norte",0,1,42,1910000.0
6602,"Bacong, Negros Oriental",2,1,42,1790000.0
6603,"Tanza, Cavite",3,1,44,2400000.0
6604,"General Santos (Dadiangas), South Cotabato",2,1,36,2000000.0
6605,"Mandaue, Cebu",3,3,92,7060000.0
6606,"Imus, Cavite",2,1,40,2140000.0
6607,"San Fernando, Pampanga",3,2,149,3500000.0
6608,"Rosario, Batangas",2,2,50,1900000.0
6609,"Cabanatuan, Nueva Ecija",3,1,42,2240000.0
6610,"Antipolo, Rizal",4,4,285,12000000.0
6611,"Kalibo, Aklan",2,1,53,4440000.0
6612,"Kalibo, Aklan",2,2,36,2150000.0
