,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
3487,United States,Microsoft SQL Server,14,Full time employee,Engineer,45,Education,82000.0
3488,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,106000.0
3489,United States,Microsoft SQL Server,9,Full time employee,Developer,40,Private business,102000.0
3490,Sweden,Microsoft SQL Server,1,Full time employee,Engineer,40,Private business,59000.0
3491,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,130000.0
3492,United States,Microsoft SQL Server,1,Full time employee,Developer,40,Private business,52000.0
3493,Australia,Microsoft SQL Server,3,Full time employee,Analyst,40,Private business,62000.0
3494,Netherlands,Microsoft SQL Server,7,Full time employee,Developer,50,Private business,76000.0
3495,United States,Microsoft SQL Server,22,Full time employee,Developer,40,Private business,118000.0
3496,United States,Oracle,20,Full time employee,Developer,40,Private business,77500.0
3497,United States,Microsoft SQL Server,19,Full time employee,DBA,50,Private business,95000.0
3498,United States,Microsoft SQL Server,53716,Full time employee,Engineer,45,Private business,95000.0
3499,United States,Microsoft SQL Server,20,Full time employee,Developer,45,Private business,110000.0
3500,United States,Microsoft SQL Server,16,Full time employee,DBA,45,Private business,95000.0
3501,United States,Microsoft SQL Server,17,Full time employee,Manager,50,Education,72500.0
3502,Australia,Microsoft SQL Server,15,Others,DBA,40,Government,151000.0
3503,United States,Microsoft SQL Server,11,Full time employee,DBA,60,Private business,104000.0
3504,United States,Microsoft SQL Server,10,Full time employee,DBA,44,Government,104000.0
3505,United States,Microsoft SQL Server,3,Full time employee,DBA,50,Non-profit,76780.0
3506,United States,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,95000.0
3507,Australia,Microsoft SQL Server,5,Full time employee,DBA,38,Private business,80000.0
3508,New Zealand,Microsoft SQL Server,13,Full time employee,DBA,40,Government,73000.0
3509,United States,Microsoft SQL Server,15,Full time employee,Developer,45,Private business,136000.0
3510,India,Microsoft SQL Server,15,Others,Architect,40,Private business,50000.0
3511,Cayman Islands,Microsoft SQL Server,5,Full time employee,Developer,45,Private business,100588.0
3512,United States,Microsoft SQL Server,3,Full time employee,DBA,45,Private business,80000.0
3513,United States,Microsoft SQL Server,6,Full time employee,Developer,58,Private business,125000.0
3514,Philippines,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,14000.0
3515,United States,Microsoft SQL Server,25,Full time employee,Developer,45,Private business,106000.0
3516,United States,Microsoft SQL Server,13,Full time employee,DBA,50,Private business,104000.0
3517,United States,Microsoft SQL Server,5,Full time employee,Manager,45,Education,53000.0
3518,Indonesia,Microsoft SQL Server,4,Full time employee,Analyst,40,Government,577.0
3519,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,115000.0
3520,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,90000.0
3521,India,Microsoft SQL Server,8,Full time employee,Developer,50,Private business,22000.0
3522,Philippines,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,10500.0
3523,Romania,Microsoft SQL Server,16,Full time employee,Developer,20,Private business,12000.0
3524,United States,Microsoft SQL Server,18,Full time employee,DBA,50,Private business,94500.0
3525,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,87000.0
3526,South Africa,Microsoft SQL Server,14,Full time employee,Developer,40,Private business,60000.0
3527,United States,Microsoft SQL Server,4,Full time employee,DBA,45,Private business,73000.0
3528,India,Microsoft SQL Server,3,Full time employee,DBA,90,Private business,5214.0
3529,Austria,Microsoft SQL Server,10,Full time employee,DBA,40,Government,57000.0
3530,Italy,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,33000.0
3531,South Africa,Microsoft SQL Server,17,Full time employee,Developer,50,Private business,48000.0
3532,Poland,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,57000.0
3533,Netherlands,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,56000.0
3534,Spain,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,50500.0
3535,India,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,12416.0
3536,Denmark,Microsoft SQL Server,15,Full time employee,Engineer,50,Private business,95000.0
3537,Slovenia,Microsoft SQL Server,7,Full time employee,Engineer,40,Private business,57000.0
3538,Germany,Microsoft SQL Server,15,Full time employee,Developer,43,Private business,47000.0
3539,United Kingdom,Microsoft SQL Server,2,Full time employee,DBA,38,Government,35407.0
3540,Sweden,Microsoft SQL Server,20,Full time employee,Developer,40,Government,60000.0
3541,United Kingdom,Microsoft SQL Server,20,Full time employee,DBA,37,Education,60000.0
3542,Bulgaria,Microsoft SQL Server,14,Full time employee,DBA,42,Private business,54000.0
3543,Spain,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,49000.0
3544,India,Microsoft SQL Server,6,Full time employee,DBA,9,Private business,12500.0
3545,United Kingdom,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,122000.0
3546,South Africa,Microsoft SQL Server,20,Full time employee,DBA,50,Private business,2000.0
3547,Belgium,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,76000.0
3548,United Kingdom,Microsoft SQL Server,8,Full time employee,Architect,40,Private business,73000.0
3549,United Kingdom,Microsoft SQL Server,3,Full time employee,Developer,42,Private business,50000.0
3550,Guernsey,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,61000.0
3551,United Kingdom,Microsoft SQL Server,20,Full time employee,Manager,40,Private business,74610.0
3552,United Kingdom,Microsoft SQL Server,14,Full time employee,DBA,37,Private business,66000.0
3553,United Kingdom,Microsoft SQL Server,1,Full time employee,DBA,37,Government,35000.0
3554,United Kingdom,Microsoft SQL Server,12,Full time employee,Developer,35,Private business,48000.0
3555,United Kingdom,Microsoft SQL Server,7,Full time employee,Analyst,37,Education,52000.0
3556,Switzerland,Microsoft SQL Server,15,Full time employee,DBA,42,Government,116000.0
3557,Poland,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,17667.0
3558,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,85000.0
3559,France,Oracle,17,Full time employee,DBA,37,Private business,45000.0
3560,United Kingdom,Microsoft SQL Server,11,Full time employee,Developer,35,Non-profit,50393.0
3561,Italy,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,29260.0
3562,Romania,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,57000.0
3563,Iceland,Microsoft SQL Server,19,Full time employee,Architect,60,Private business,126.0
3564,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,38,Private business,86000.0
3565,Italy,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,30000.0
3566,Switzerland,Microsoft SQL Server,5,Full time employee,DBA,41,Private business,130000.0
3567,Italy,Microsoft SQL Server,12,Full time employee,Analyst,40,Private business,38.736
3568,India,Microsoft SQL Server,7,Full time employee,DBA,50,Private business,12400.0
3569,United Kingdom,Microsoft SQL Server,9,Full time employee,DBA,38,Private business,59928.0
3570,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,35,Education,57000.0
3571,Netherlands,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,30000.0
3572,United Kingdom,Microsoft SQL Server,5,Full time employee,DBA,50,Private business,55000.0
3573,United Kingdom,Microsoft SQL Server,17,Full time employee,DBA,38,Private business,69000.0
3574,Denmark,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,100000.0
3575,United Kingdom,Microsoft SQL Server,22,Full time employee,DBA,37,Private business,59000.0
3576,Russia,Microsoft SQL Server,7,Full time employee,DBA,48,Private business,38000.0
3577,United Kingdom,Microsoft SQL Server,17,Full time employee,Developer,40,Private business,69392.0
3578,United Kingdom,Microsoft SQL Server,18,Full time employee,Developer,38,Private business,85000.0
3579,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,37,Private business,55000.0
3580,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,37,Government,40000.0
3581,United Kingdom,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,98000.0
3582,Ireland,Microsoft SQL Server,12,Full time employee,Manager,40,Private business,131000.0
3583,Switzerland,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,82000.0
3584,United Kingdom,Microsoft SQL Server,23,Full time employee,Architect,40,Government,73000.0
3585,United Kingdom,Microsoft SQL Server,5,Full time employee,Analyst,38,Private business,40000.0
3586,United Kingdom,Microsoft SQL Server,10,Full time employee,Developer,38,Non-profit,51037.0
3587,United Kingdom,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,42700.0
3588,South Africa,Microsoft SQL Server,12,Others,DBA,40,Private business,35000.0
3589,United Kingdom,Oracle,10,Full time employee,DBA,37,Education,53000.0
3590,Netherlands,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,84000.0
3591,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Government,137000.0
3592,United Kingdom,Microsoft SQL Server,17,Full time employee,Manager,40,Government,76000.0
3593,United Kingdom,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,53000.0
3594,Poland,Oracle,15,Full time employee,DBA,40,Private business,35000.0
3595,Sweden,Microsoft SQL Server,10,Full time employee,Developer,40,Government,62100.0
3596,United Kingdom,Microsoft SQL Server,14,Full time employee,DBA,50,Private business,95000.0
3597,India,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,200000.0
3598,Ireland,Microsoft SQL Server,12,Full time employee,Architect,40,Private business,110000.0
3599,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Government,71500.0
3600,United States,Microsoft SQL Server,18,Full time employee,DBA,50,Private business,110000.0
3601,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Non-profit,76000.0
3602,Germany,Microsoft SQL Server,16,Full time employee,DBA,40,Private business,72000.0
3603,United Kingdom,Microsoft SQL Server,10,Full time employee,Manager,40,Government,57417.0
3604,United States,Microsoft SQL Server,11,Full time employee,Manager,40,Private business,135000.0
3605,Norway,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,72000.0
3606,United States,Microsoft SQL Server,8,Full time employee,Manager,45,Private business,72000.0
3607,United Kingdom,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,33388.0
3608,Germany,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,86000.0
3609,United States,Microsoft SQL Server,17,Full time employee,Architect,40,Private business,130000.0
3610,Sweden,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,81000.0
3611,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,105000.0
3612,Germany,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,80000.0
3613,Hungary,Microsoft SQL Server,3,Full time employee,Developer,43,Private business,22500.0
3614,United States,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,115000.0
3615,Ireland,Microsoft SQL Server,7,Full time employee,DBA,38,Private business,59964.27
3616,United Kingdom,Microsoft SQL Server,18,Full time employee,DBA,37,Private business,94500.0
3617,United States,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,114000.0
3618,United States,Microsoft SQL Server,7,Full time employee,Developer,45,Private business,150000.0
3619,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,37,Private business,75000.0
3620,United States,Microsoft SQL Server,9,Full time employee,DBA,40,Education,70000.0
3621,United Kingdom,Microsoft SQL Server,8,Full time employee,Engineer,38,Education,38000.0
3622,United States,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,85000.0
3623,United States,DB2,28,Full time employee,DBA,40,Private business,124000.0
3624,United States,Microsoft SQL Server,8,Full time employee,Developer,41,Private business,106000.0
3625,United States,Microsoft SQL Server,3,Full time employee,DBA,42,Non-profit,85000.0
3626,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,160000.0
3627,United States,Microsoft SQL Server,12,Full time employee,Developer,40,Private business,113000.0
3628,United States,Microsoft SQL Server,15,Full time employee,Analyst,38,Non-profit,102456.0
3629,United Kingdom,Microsoft SQL Server,12,Full time employee,Developer,38,Government,48125.0
3630,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,137500.0
3631,Poland,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,46000.0
3632,United States,Microsoft SQL Server,6,Full time employee,Architect,40,Private business,98000.0
3633,Switzerland,Microsoft SQL Server,10,Full time employee,Architect,45,Private business,100000.0
3634,United States,Oracle,4,Full time employee,Analyst,40,Private business,80000.0
3635,United Kingdom,Microsoft SQL Server,15,Full time employee,Other,45,Private business,59000.0
3636,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,190000.0
3637,United States,Microsoft SQL Server,15,Full time employee,Developer,45,Private business,84000.0
3638,United States,Microsoft SQL Server,17,Full time employee,Developer,55,Private business,115000.0
3639,Switzerland,Microsoft SQL Server,8,Full time employee,Manager,41,Private business,126000.0
3640,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,115000.0
3641,Canada,Microsoft SQL Server,10,Full time employee,DBA,38,Private business,63000.0
3642,United States,Microsoft SQL Server,14,Full time employee,DBA,45,Private business,142000.0
3643,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,38,Private business,86888.0
3644,United States,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,144000.0
3645,Bahrain,SAP,5,Full time employee,DBA,40,Private business,70000.0
3646,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,136000.0
3647,United States,Oracle,15,Full time employee,DBA,45,Private business,116500.0
3648,United States,Oracle,10,Full time employee,DBA,40,Education,75000.0
3649,Canada,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,79500.0
3650,Canada,Microsoft SQL Server,6,Full time employee,DBA,38,Government,70000.0
3651,United States,Microsoft SQL Server,13,Full time employee,Engineer,48,Private business,100000.0
3652,United States,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,107000.0
3653,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,86000.0
3654,United States,Microsoft SQL Server,20,Full time employee,Architect,40,Government,81723.0
3655,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,116000.0
3656,United States,Microsoft SQL Server,6,Full time employee,Engineer,50,Private business,120000.0
3657,United States,Microsoft SQL Server,21,Full time employee,DBA,60,Private business,136000.0
3658,Canada,Microsoft SQL Server,15,Full time employee,DBA,36,Government,75000.0
3659,Canada,Microsoft SQL Server,5,Full time employee,Developer,50,Private business,70000.0
3660,Canada,Microsoft SQL Server,18,Full time employee,Developer,37,Government,66000.0
3661,United States,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,88000.0
3662,United States,Microsoft SQL Server,23,Full time employee,DBA,42,Private business,80000.0
3663,United States,Microsoft SQL Server,2,Full time employee,DBA,40,Government,38000.0
3664,United States,Microsoft SQL Server,21,Others,Architect,45,Private business,300000.0
3665,United States,Microsoft SQL Server,10,Full time employee,Developer,50,Private business,145000.0
3666,United States,Microsoft SQL Server,8,Full time employee,DBA,50,Private business,89139.0
3667,United States,Microsoft SQL Server,15,Full time employee,Developer,46,Government,148986.0
3668,United States,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,121000.0
3669,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,115000.0
3670,United States,Microsoft SQL Server,14,Full time employee,DBA,40,Private business,92822.0
3671,United States,Microsoft SQL Server,18,Full time employee,DBA,42,Education,120000.0
3672,United States,Microsoft SQL Server,17,Full time employee,DBA,45,Private business,104000.0
3673,United States,Microsoft SQL Server,19,Others,DBA,45,Private business,150000.0
3674,United States,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,110000.0
3675,United States,Microsoft SQL Server,8,Full time employee,DBA,45,Private business,111000.0
3676,United States,Microsoft SQL Server,1,Full time employee,DBA,40,Private business,96000.0
3677,United States,Microsoft SQL Server,3,Full time employee,Developer,40,Government,90000.0
3678,United States,Microsoft SQL Server,12,Full time employee,Engineer,40,Private business,325000.0
3679,United States,Microsoft SQL Server,4,Full time employee,Developer,40,Private business,80000.0
3680,United Kingdom,Microsoft SQL Server,25,Full time employee,Developer,45,Private business,75000.0
3681,Iceland,Microsoft SQL Server,6,Full time employee,Engineer,40,Private business,101363.0
3682,New Zealand,Microsoft SQL Server,20,Others,DBA,40,Private business,155000.0
3683,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,99500.0
3684,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,82000.0
3685,United States,Microsoft SQL Server,16,Full time employee,DBA,38,Private business,128000.0
3686,United States,Microsoft SQL Server,5,Full time employee,Engineer,40,Private business,115000.0
3687,United States,Microsoft SQL Server,14,Full time employee,Developer,45,Private business,140000.0
3688,Romania,Microsoft SQL Server,10,Full time employee,DBA,9,Private business,42000.0
3689,United Kingdom,Microsoft SQL Server,7,Full time employee,Developer,35,Private business,56000.0
3690,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Government,85000.0
3691,United States,Microsoft SQL Server,9,Full time employee,DBA,50,Private business,89000.0
3692,United Kingdom,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,53631.0
3693,United States,Microsoft SQL Server,18,Full time employee,DBA,50,Government,71000.0
3694,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,120000.0
3695,United States,DB2,12,Full time employee,DBA,40,Government,110000.0
3696,United States,Microsoft SQL Server,8,Full time employee,DBA,40,Government,103110.0
3697,United States,Microsoft SQL Server,18,Full time employee,Developer,43,Private business,88000.0
3698,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,100000.0
3699,Poland,Microsoft SQL Server,12,Full time employee,Manager,42,Private business,55000.0
3700,Australia,Microsoft SQL Server,6,Full time employee,DBA,30,Private business,85000.0
3701,United States,Microsoft SQL Server,7,Full time employee,DBA,41,Private business,72000.0
3702,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,95000.0
3703,United States,Microsoft SQL Server,10,Full time employee,DBA,55,Private business,105000.0
3704,United States,Microsoft SQL Server,14,Full time employee,Developer,40,Private business,155500.0
3705,Sweden,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,64000.0
3706,Germany,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,75000.0
3707,United Kingdom,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,75000.0
3708,Netherlands,Microsoft SQL Server,5,Full time employee,Analyst,40,Private business,56000.0
3709,Netherlands,Microsoft SQL Server,21,Full time employee,Developer,36,Education,60000.0
3710,India,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,16700.0
3711,Germany,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,71000.0
3712,United Kingdom,Microsoft SQL Server,20,Full time employee,Developer,48,Education,46000.0
3713,Romania,Microsoft SQL Server,12,Others,Developer,60,Private business,60000.0
3714,Poland,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,19000.0
3715,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,123500.0
3716,United Kingdom,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,51000.0
3717,Canada,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,75000.0
3718,United States,Microsoft SQL Server,5,Full time employee,Developer,45,Private business,75000.0
3719,Canada,Microsoft SQL Server,5,Full time employee,DBA,46,Private business,49550.0
3720,United States,Microsoft SQL Server,12,Full time employee,Architect,45,Private business,150000.0
3721,United States,Microsoft SQL Server,17,Full time employee,Architect,45,Private business,128593.0
3722,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,86000.0
3723,United States,Microsoft SQL Server,9,Full time employee,Other,45,Private business,102494.0
3724,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,37,Private business,115000.0
3725,Switzerland,Microsoft SQL Server,15,Full time employee,DBA,42,Private business,116321.0
3726,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,35,Private business,67000.0
3727,United States,Microsoft SQL Server,15,Full time employee,DBA,41,Non-profit,87000.0
3728,United States,Microsoft SQL Server,7,Full time employee,Engineer,42,Private business,85000.0
3729,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,75000.0
3730,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,40000.0
3731,Italy,Microsoft SQL Server,16,Full time employee,DBA,40,Private business,54000.0
3732,United States,Microsoft SQL Server,20,Full time employee,DBA,42,Private business,85000.0
3733,United States,Microsoft SQL Server,15,Full time employee,Manager,50,Private business,137000.0
3734,United States,Microsoft Access,3,Full time employee,Developer,40,Non-profit,57300.0
3735,United Kingdom,Microsoft SQL Server,15,Full time employee,Analyst,37,Government,44494.0
3736,United States,Oracle,4,Full time employee,DBA,40,Government,71000.0
3737,Canada,Microsoft SQL Server,9,Full time employee,Developer,40,Education,76108.95
3738,United States,Microsoft SQL Server,3,Full time employee,DBA,55,Private business,95000.0
3739,United States,Microsoft SQL Server,16,Full time employee,DBA,44,Private business,86000.0
3740,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,136000.0
3741,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,126000.0
3742,United States,Microsoft SQL Server,18,Full time employee,DBA,38,Private business,120000.0
3743,United States,Microsoft SQL Server,25,Full time employee,DBA,40,Government,110000.0
3744,Canada,Microsoft SQL Server,20,Full time employee,Developer,50,Private business,80000.0
3745,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,101000.0
3746,United Kingdom,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,67164.0
3747,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,150000.0
3748,United States,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,92000.0
3749,United States,Microsoft SQL Server,13,Full time employee,DBA,40,Government,90000.0
3750,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Government,113000.0
3751,United States,Microsoft SQL Server,10,Full time employee,DBA,55,Private business,87000.0
3752,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,100000.0
3753,Canada,Oracle,8,Full time employee,Analyst,37,Private business,54000.0
3754,United States,Microsoft SQL Server,20,Full time employee,DBA,50,Private business,114000.0
3755,United States,Microsoft SQL Server,15,Full time employee,DBA,60,Private business,150000.0
3756,India,Microsoft SQL Server,8,Full time employee,Developer,50,Private business,18900.0
3757,United States,Microsoft SQL Server,15,Full time employee,DBA,60,Private business,200000.0
3758,New Zealand,Microsoft SQL Server,20,Full time employee,Architect,40,Private business,85000.0
3759,United States,Microsoft SQL Server,21,Full time employee,DBA,45,Private business,154000.0
3760,United States,Microsoft SQL Server,18,Full time employee,DBA,40,Government,105000.0
3761,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,109300.0
3762,Canada,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,35667.0
3763,United States,Microsoft SQL Server,16,Full time employee,DBA,40,Private business,123000.0
3764,United States,Oracle,2,Full time employee,Analyst,40,Education,98000.0
3765,Australia,Microsoft SQL Server,2,Part time,DBA,24,Private business,34000.0
3766,United States,Oracle,2,Full time employee,DBA,44,Private business,75000.0
3767,Canada,Microsoft SQL Server,15,Full time employee,DBA,37,Government,115000.0
3768,Thailand,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,20000.0
3769,Canada,Microsoft SQL Server,7,Full time employee,Analyst,40,Private business,82150.0
3770,Australia,Microsoft SQL Server,7,Full time employee,Developer,38,Private business,83000.0
3771,United States,Microsoft SQL Server,12,Full time employee,Developer,36,Education,76000.0
3772,Turkey,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,700.0
3773,Moldova,Microsoft SQL Server,10,Full time employee,Manager,40,Private business,12000.0
3774,Serbia and Montenegro,Microsoft SQL Server,7,Full time employee,Engineer,40,Government,8000.0
3775,United States,Amazon RDS,10,Full time employee,Engineer,50,Private business,650000.0
3776,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,40,Non-profit,67155.0
3777,Poland,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,66500.0
3778,Austria,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,46000.0
3779,United Kingdom,Microsoft SQL Server,15,Full time employee,DBA,35,Private business,50600.0
3780,India,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,2246.0
3781,United Kingdom,Microsoft SQL Server,10,Full time employee,Engineer,37,Education,53700.0
3782,United Kingdom,Microsoft SQL Server,22,Others,DBA,35,Private business,100000.0
3783,Netherlands,Microsoft SQL Server,9,Full time employee,Developer,40,Private business,74000.0
3784,United States,Microsoft SQL Server,8,Full time employee,DBA,45,Private business,92750.0
3785,United States,Microsoft SQL Server,17,Full time employee,Developer,43,Private business,99000.0
3786,United States,Microsoft SQL Server,23,Full time employee,DBA,45,Private business,125000.0
3787,United States,Microsoft SQL Server,8,Full time employee,Manager,40,Private business,108000.0
3788,United States,Microsoft SQL Server,12,Full time employee,DBA,65,Private business,86000.0
3789,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,100000.0
3790,United States,Microsoft SQL Server,3,Full time employee,DBA,37,Private business,63000.0
3791,United States,Microsoft SQL Server,3,Full time employee,DBA,50,Private business,98000.0
3792,United Kingdom,Microsoft SQL Server,15,Full time employee,DBA,35,Government,41000.0
3793,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,70000.0
3794,Switzerland,Microsoft SQL Server,7,Full time employee,Developer,40,Private business,91000.0
3795,United Kingdom,Microsoft SQL Server,1,Full time employee,DBA,40,Non-profit,44935.0
3796,United Kingdom,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,832031.0
3797,United States,Microsoft SQL Server,15,Full time employee,DBA,60,Private business,138000.0
3798,United States,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,85000.0
3799,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,150000.0
3800,United States,Microsoft SQL Server,3,Full time employee,Developer,50,Private business,88000.0
3801,United States,Microsoft SQL Server,12,Full time employee,Architect,50,Private business,116500.0
3802,United States,Microsoft SQL Server,5,Full time employee,Architect,45,Private business,80000.0
3803,United States,Microsoft SQL Server,20,Full time employee,DBA,42,Private business,118000.0
3804,United States,PostgreSQL,2,Full time employee,Architect,50,Private business,125000.0
3805,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Non-profit,108000.0
3806,United States,Microsoft SQL Server,5,Full time employee,Manager,40,Non-profit,74880.0
3807,United States,Microsoft SQL Server,10,Full time employee,Developer,70,Private business,85000.0
3808,United States,Microsoft SQL Server,20,Full time employee,Architect,45,Private business,85000.0
3809,United States,Microsoft SQL Server,22,Full time employee,DBA,45,Private business,115000.0
3810,United States,Microsoft SQL Server,18,Full time employee,Manager,40,Private business,192000.0
3811,United States,Microsoft SQL Server,19,Full time employee,Developer,45,Private business,121000.0
3812,United States,Microsoft SQL Server,7,Full time employee,DBA,40,Non-profit,55500.0
3813,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Government,79000.0
3814,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,140000.0
3815,United States,Microsoft SQL Server,17,Full time employee,DBA,50,Private business,130.0
3816,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,84000.0
3817,Brazil,Microsoft SQL Server,8,Full time employee,DBA,52,Private business,30000.0
3818,United States,Microsoft SQL Server,10,Full time employee,Developer,50,Private business,128000.0
3819,United States,Microsoft SQL Server,1,Full time employee,DBA,45,Private business,50000.0
3820,United States,Microsoft SQL Server,10,Full time employee,DBA,42,Private business,60166.0
3821,United States,Microsoft SQL Server,12,Full time employee,DBA,50,Private business,99800.0
3822,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Education,72000.0
3823,United States,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,40000.0
3824,United Kingdom,Microsoft SQL Server,17,Full time employee,Developer,40,Private business,90000.0
3825,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,58000.0
3826,United States,Microsoft SQL Server,3,Full time employee,DBA,45,Government,75100.0
3827,United States,Microsoft SQL Server,25,Full time employee,DBA,50,Private business,116000.0
